NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
406,103,28,5.36,1,,,20
406,103,28,5.29,1,,,20
406,103,28,5.36,1,,,20
274,103,28,3.84,1,,,11
406,103,28,5.43,1,,,20
252,103,28,3.47,1,,,9
331,103,28,4.4,1,,,15
274,103,28,3.88,1,,,11
506,103,28,5.37,1,,,22
405,87,26,4.53,1,,,19
406,103,28,5.33,1,,,20
506,103,28,5.27,1,,,22
506,103,28,5.35,1,,,22
263,103,28,3.55,1,,,10
406,103,28,5.41,1,,,20
406,103,28,5.28,1,,,20
406,103,28,5.32,1,,,20
274,103,28,3.68,1,,,11
406,103,28,5.35,1,,,20
406,103,28,5.31,1,,,20
274,103,28,3.75,1,,,11
405,87,26,4.46,1,,,19
406,103,28,5.39,1,,,20
264,103,28,3.55,1,,,10
275,103,28,4.41,1,,,11
331,103,28,4.08,1,,,15
506,103,28,5.37,1,,,22
265,103,28,3.45,1,,,10
263,103,28,3.46,1,,,10
406,103,28,5.23,1,,,20
