NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
2044,138,40,14.19,1,,,116
2111,138,40,14.39,1,,,88
1393,138,40,15.21,1,,,65
1393,138,40,13.78,1,,,65
11017,138,40,30.35,0,,,289
3064,138,40,21.81,1,,,179
2375,122,38,19.65,1,,,146
2459,122,38,20.2,1,,,152
2531,138,40,15.36,1,,,142
3064,138,40,21.36,1,,,179
10932,138,40,30.35,0,,,285
11104,138,40,30.34,0,,,293
11154,138,40,30.34,0,,,295
2264,138,40,14.23,1,,,125
2459,122,38,19.39,1,,,152
4421,137,40,30.32,0,,,240
3064,138,40,21.21,1,,,179
2531,138,40,14.71,1,,,142
4260,138,40,30.35,0,,,231
3949,137,40,30.33,0,,,218
1393,138,40,13.69,1,,,65
10768,138,40,30.33,0,,,281
3064,138,40,21.1,1,,,179
3064,138,40,21.79,1,,,179
1393,138,40,14.85,1,,,65
10831,138,40,30.36,0,,,283
3064,138,40,21.79,1,,,179
11129,138,40,30.34,0,,,294
2375,122,38,19.37,1,,,146
3064,138,40,20.53,1,,,179
