NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
646,111,32,7.63,1,,,39
523,111,32,5.58,1,,,31
646,111,32,8.17,1,,,39
646,111,32,8.16,1,,,39
676,95,30,6.23,1,,,40
646,111,32,7.42,1,,,39
646,111,32,7.82,1,,,39
646,111,32,7.7,1,,,39
609,95,30,6.82,1,,,35
402,111,32,5.69,1,,,23
576,111,32,5.87,1,,,31
676,95,30,6.26,1,,,40
680,95,30,8.01,1,,,45
565,111,32,8.74,1,,,39
609,95,30,7.04,1,,,35
646,111,32,8.21,1,,,39
646,111,32,8.26,1,,,39
646,111,32,8.19,1,,,39
823,111,32,8.15,1,,,41
676,95,30,6.51,1,,,40
609,95,30,7.0,1,,,35
646,111,32,8.15,1,,,39
565,111,32,8.84,1,,,39
609,95,30,6.78,1,,,35
565,111,32,9.07,1,,,39
443,95,30,7.13,1,,,29
646,111,32,8.23,1,,,39
676,95,30,6.44,1,,,40
823,111,32,8.19,1,,,41
565,111,32,8.86,1,,,39
