NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
357,107,30,5.38,1,,,22
614,91,28,5.9,1,,,39
532,107,30,8.51,1,,,38
669,91,28,7.92,1,,,47
532,107,30,8.63,1,,,38
532,107,30,8.44,1,,,38
567,107,30,6.74,1,,,38
532,107,30,8.44,1,,,38
776,107,30,7.72,1,,,41
528,107,30,5.52,1,,,30
545,107,30,5.62,1,,,37
776,107,30,7.83,1,,,41
567,107,30,6.75,1,,,38
599,107,30,7.1,1,,,38
567,107,30,6.65,1,,,38
532,107,30,8.26,1,,,38
532,107,30,8.39,1,,,38
532,107,30,8.76,1,,,38
394,107,30,7.48,1,,,26
532,107,30,8.87,1,,,38
614,91,28,6.0,1,,,39
776,107,30,7.75,1,,,41
433,107,30,8.12,1,,,29
599,107,30,7.27,1,,,38
567,107,30,6.91,1,,,38
532,107,30,8.23,1,,,38
614,91,28,5.9,1,,,39
776,107,30,7.92,1,,,41
510,107,30,5.25,1,,,31
776,107,30,7.68,1,,,41
