NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
710,103,30,7.22,1,,,36
389,103,30,4.98,1,,,23
373,103,30,4.66,1,,,21
231,103,30,3.87,1,,,13
336,103,30,4.67,1,,,22
385,103,30,6.27,1,,,28
385,103,30,6.23,1,,,28
710,103,30,7.38,1,,,36
390,87,28,6.34,1,,,26
385,103,30,6.36,1,,,28
457,103,30,4.32,1,,,24
385,103,30,6.23,1,,,28
516,87,28,5.27,1,,,30
341,103,30,6.4,1,,,24
374,103,30,4.85,1,,,27
335,103,30,4.74,1,,,25
516,87,28,5.28,1,,,30
516,87,28,5.23,1,,,30
389,103,30,5.08,1,,,23
385,103,30,6.42,1,,,28
710,103,30,7.37,1,,,36
493,87,28,4.89,1,,,27
710,103,30,7.14,1,,,36
448,87,28,5.58,1,,,39
314,103,30,6.12,1,,,21
493,87,28,4.94,1,,,27
385,103,30,6.21,1,,,28
710,103,30,7.52,1,,,36
385,103,30,6.19,1,,,28
336,103,30,4.86,1,,,22
