NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
491,111,32,6.09,1,,,25
404,111,32,4.69,1,,,17
547,111,32,5.78,1,,,23
321,111,32,4.2,1,,,11
404,111,32,4.68,1,,,17
491,111,32,6.09,1,,,25
321,111,32,3.9,1,,,13
731,95,30,7.11,1,,,36
404,111,32,4.64,1,,,17
372,111,32,4.93,1,,,16
547,111,32,5.71,1,,,23
516,111,32,4.81,1,,,30
547,111,32,5.69,1,,,23
491,111,32,6.15,1,,,25
361,111,32,5.11,1,,,18
321,111,32,4.14,1,,,13
547,111,32,5.51,1,,,23
372,111,32,5.03,1,,,16
547,111,32,5.79,1,,,23
321,111,32,4.27,1,,,11
540,95,30,5.02,1,,,21
404,111,32,4.83,1,,,17
321,111,32,4.15,1,,,13
491,111,32,6.14,1,,,25
491,111,32,6.15,1,,,25
372,111,32,4.9,1,,,16
547,111,32,5.69,1,,,23
491,111,32,6.14,1,,,25
332,111,32,4.15,1,,,13
321,111,32,4.11,1,,,13
