NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
1853,111,36,11.3,1,,,58
1569,127,38,14.97,1,,,82
1454,111,36,11.66,1,,,87
1511,127,38,10.44,1,,,72
1416,127,38,9.86,1,,,92
1511,127,38,10.93,1,,,72
1569,127,38,15.77,1,,,82
1511,127,38,10.53,1,,,72
1818,127,38,11.78,1,,,95
1569,127,38,14.71,1,,,82
1791,127,38,12.96,1,,,92
1818,127,38,13.03,1,,,95
1167,127,38,8.04,1,,,58
1569,127,38,14.69,1,,,82
4649,127,38,27.07,1,,,241
1853,111,36,10.88,1,,,58
825,111,36,7.21,1,,,40
1853,111,36,10.86,1,,,58
1569,127,38,14.9,1,,,82
1853,111,36,11.3,1,,,58
1853,111,36,11.2,1,,,58
1569,127,38,15.56,1,,,82
1428,127,38,14.01,1,,,86
1569,127,38,14.75,1,,,82
5197,127,38,28.61,1,,,278
1428,127,38,14.59,1,,,86
1428,127,38,13.97,1,,,86
1175,111,36,9.27,1,,,63
1791,127,38,11.9,1,,,92
1428,127,38,13.9,1,,,86
