NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
340,80,26,4.62,1,,,19
332,96,28,4.27,1,,,18
312,96,28,4.81,1,,,18
245,96,28,4.62,1,,,14
340,80,26,4.5,1,,,19
410,80,26,4.43,1,,,22
312,96,28,4.89,1,,,18
410,80,26,4.38,1,,,22
340,80,26,4.52,1,,,19
261,96,28,3.58,1,,,15
340,80,26,4.57,1,,,19
304,80,26,4.26,1,,,17
414,96,28,4.15,1,,,21
261,96,28,3.83,1,,,15
262,96,28,3.69,1,,,15
340,80,26,4.46,1,,,19
332,96,28,4.31,1,,,18
245,96,28,4.68,1,,,14
245,96,28,4.63,1,,,14
312,96,28,4.86,1,,,18
340,80,26,4.69,1,,,19
245,96,28,4.74,1,,,14
340,80,26,4.52,1,,,19
410,80,26,4.41,1,,,22
301,96,28,4.19,1,,,17
312,96,28,4.89,1,,,18
332,96,28,4.41,1,,,18
382,96,28,3.95,1,,,19
312,96,28,4.84,1,,,18
245,96,28,4.7,1,,,14
