NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
578,88,28,5.64,1,,,36
561,104,30,6.57,1,,,34
492,104,30,7.7,1,,,34
492,104,30,7.88,1,,,34
654,104,30,6.35,1,,,28
654,104,30,6.34,1,,,28
492,104,30,7.94,1,,,34
492,104,30,7.67,1,,,34
599,88,28,6.61,1,,,38
492,104,30,7.8,1,,,34
654,104,30,6.27,1,,,28
395,104,30,7.21,1,,,25
492,104,30,7.89,1,,,34
492,104,30,7.93,1,,,34
395,104,30,7.1,1,,,25
492,104,30,7.8,1,,,34
492,104,30,7.82,1,,,34
561,104,30,6.61,1,,,34
590,88,28,6.76,1,,,40
654,104,30,6.29,1,,,28
395,104,30,7.01,1,,,25
493,104,30,5.47,1,,,32
485,88,28,5.39,1,,,30
492,104,30,7.99,1,,,34
578,88,28,5.64,1,,,36
515,104,30,6.07,1,,,33
316,104,30,4.72,1,,,18
481,104,30,5.11,1,,,28
515,104,30,6.08,1,,,33
395,104,30,7.22,1,,,25
