NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
3646,137,42,28.84,1,,,52
3045,137,42,26.99,1,,,120
3664,137,42,34.98,1,,,181
5713,137,42,104.71,1,,,179
3049,137,42,25.86,1,,,115
3243,137,42,76.36,1,,,88
3664,137,42,35.92,1,,,181
3317,137,42,26.76,1,,,91
2663,137,42,33.77,1,,,95
3220,137,42,45.76,1,,,154
1906,137,42,19.02,1,,,62
3220,137,42,44.86,1,,,154
3220,137,42,45.8,1,,,154
5220,137,42,44.6,1,,,159
3045,137,42,26.45,1,,,120
2663,137,42,33.56,1,,,95
3220,137,42,45.44,1,,,154
2087,137,42,23.37,1,,,61
3646,137,42,29.16,1,,,52
5220,137,42,44.49,1,,,159
4590,137,42,109.12,1,,,109
3685,137,42,34.75,1,,,163
3827,137,42,37.59,1,,,162
3646,137,42,27.54,1,,,52
3220,137,42,45.93,1,,,154
3317,137,42,27.65,1,,,91
3646,137,42,28.65,1,,,52
3220,137,42,45.81,1,,,154
5713,137,42,106.31,1,,,179
3253,137,42,32.76,1,,,109
