NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
463,84,28,4.69,1,,,23
293,100,30,5.03,1,,,17
463,84,28,4.74,1,,,23
368,100,30,4.6,1,,,19
333,100,30,4.49,1,,,18
361,100,30,5.31,1,,,20
463,84,28,4.78,1,,,23
283,100,30,3.81,1,,,16
368,100,30,4.69,1,,,19
361,100,30,5.26,1,,,20
293,100,30,4.87,1,,,17
283,100,30,3.97,1,,,16
463,84,28,4.68,1,,,23
283,100,30,3.99,1,,,16
623,84,28,6.58,1,,,37
293,100,30,4.71,1,,,17
439,84,28,4.33,1,,,21
386,84,28,4.86,1,,,20
283,100,30,3.86,1,,,16
361,100,30,5.27,1,,,20
428,100,30,3.9,1,,,20
293,100,30,5.03,1,,,17
386,84,28,4.77,1,,,20
283,100,30,3.8,1,,,16
386,84,28,4.66,1,,,20
361,100,30,5.25,1,,,20
463,84,28,4.66,1,,,23
386,84,28,4.65,1,,,20
368,100,30,4.53,1,,,19
361,100,30,5.25,1,,,20
