NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
331,103,30,5.12,1,,,20
231,103,30,3.87,1,,,13
277,103,30,5.32,1,,,16
710,103,30,7.23,1,,,36
710,103,30,7.47,1,,,36
493,87,28,4.79,1,,,27
314,103,30,6.25,1,,,21
710,103,30,7.35,1,,,36
277,103,30,5.32,1,,,16
329,103,30,4.53,1,,,22
493,87,28,4.79,1,,,27
516,87,28,5.4,1,,,30
710,103,30,7.44,1,,,36
314,103,30,6.25,1,,,21
335,103,30,4.67,1,,,25
385,103,30,6.21,1,,,28
710,103,30,7.2,1,,,36
516,87,28,5.15,1,,,30
385,103,30,6.11,1,,,28
373,103,30,4.69,1,,,21
389,103,30,4.8,1,,,23
329,103,30,4.56,1,,,22
331,103,30,5.16,1,,,20
385,103,30,6.12,1,,,28
385,103,30,6.14,1,,,28
385,103,30,6.14,1,,,28
457,103,30,4.37,1,,,24
457,103,30,4.3,1,,,24
314,103,30,6.09,1,,,21
385,103,30,6.2,1,,,28
