NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
308,107,30,4.16,1,,,13
460,91,28,5.15,1,,,23
309,107,30,5.11,1,,,13
439,107,30,5.87,1,,,21
309,107,30,5.02,1,,,13
308,107,30,4.07,1,,,13
309,107,30,5.05,1,,,13
439,107,30,5.9,1,,,21
309,107,30,5.17,1,,,13
439,107,30,5.88,1,,,21
644,107,30,6.3,1,,,28
308,107,30,4.13,1,,,13
378,107,30,4.79,1,,,18
460,91,28,5.16,1,,,23
644,107,30,6.37,1,,,28
308,107,30,4.03,1,,,13
644,107,30,6.39,1,,,28
439,107,30,5.85,1,,,21
447,91,28,5.14,1,,,23
298,107,30,3.83,1,,,12
309,107,30,4.9,1,,,13
298,107,30,3.83,1,,,12
439,107,30,5.91,1,,,21
378,107,30,4.55,1,,,18
309,107,30,5.14,1,,,13
439,107,30,5.9,1,,,21
378,107,30,4.58,1,,,18
299,107,30,3.89,1,,,12
439,107,30,5.82,1,,,21
308,107,30,4.11,1,,,13
