NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
480,112,34,6.27,1,,,21
346,112,34,4.22,1,,,14
574,112,34,5.88,1,,,24
377,112,34,5.3,1,,,16
335,112,34,4.2,1,,,14
480,112,34,6.28,1,,,21
552,96,32,5.22,1,,,23
336,112,34,5.01,1,,,14
336,112,34,4.89,1,,,14
525,96,32,5.04,1,,,24
335,112,34,4.34,1,,,14
480,112,34,6.28,1,,,21
336,112,34,5.04,1,,,14
418,112,34,5.11,1,,,18
480,112,34,6.3,1,,,21
418,112,34,5.07,1,,,18
335,112,34,4.3,1,,,12
335,112,34,4.11,1,,,14
335,112,34,4.25,1,,,14
574,112,34,5.85,1,,,24
499,112,34,5.95,1,,,22
336,112,34,5.24,1,,,14
377,112,34,5.37,1,,,16
336,112,34,5.06,1,,,14
335,112,34,4.26,1,,,12
480,112,34,6.37,1,,,21
480,112,34,6.3,1,,,21
574,112,34,5.78,1,,,24
574,112,34,5.82,1,,,24
401,112,34,4.71,1,,,16
