NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
346,108,32,4.67,1,,,14
436,108,32,4.79,1,,,18
455,108,32,5.55,1,,,19
301,108,32,3.52,1,,,12
497,92,30,4.47,1,,,19
301,108,32,3.94,1,,,12
455,108,32,5.63,1,,,19
371,108,32,4.3,1,,,15
497,92,30,4.45,1,,,19
455,108,32,5.62,1,,,19
299,108,32,4.13,1,,,10
301,108,32,3.64,1,,,12
301,108,32,3.83,1,,,12
436,108,32,4.85,1,,,18
312,108,32,3.77,1,,,12
301,108,32,3.91,1,,,12
430,108,32,4.21,1,,,18
455,108,32,5.56,1,,,19
371,108,32,4.26,1,,,15
455,108,32,5.61,1,,,19
346,108,32,4.63,1,,,14
455,108,32,5.52,1,,,19
301,108,32,3.88,1,,,12
321,108,32,4.63,1,,,13
436,108,32,4.78,1,,,18
299,108,32,3.93,1,,,10
371,108,32,4.22,1,,,15
371,108,32,4.43,1,,,15
455,108,32,5.65,1,,,19
436,108,32,4.77,1,,,18
