NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
286,99,28,5.21,1,,,22
355,99,28,5.54,1,,,28
265,99,28,3.84,1,,,17
265,99,28,3.94,1,,,17
286,99,28,5.26,1,,,22
355,99,28,5.54,1,,,28
355,99,28,5.44,1,,,28
300,99,28,4.16,1,,,19
479,99,28,5.37,1,,,24
300,99,28,4.24,1,,,19
355,99,28,5.43,1,,,28
290,99,28,5.27,1,,,24
300,99,28,4.3,1,,,19
355,99,28,5.48,1,,,28
355,99,28,5.45,1,,,28
355,99,28,5.44,1,,,28
355,99,28,5.53,1,,,28
296,99,28,4.16,1,,,18
265,99,28,3.89,1,,,17
286,99,28,5.4,1,,,22
260,83,26,4.69,1,,,13
205,99,28,3.55,1,,,11
260,83,26,4.77,1,,,13
327,99,28,4.4,1,,,19
355,99,28,5.56,1,,,28
355,99,28,5.37,1,,,28
355,99,28,5.48,1,,,28
479,99,28,5.33,1,,,24
416,99,28,4.45,1,,,22
479,99,28,5.59,1,,,24
