NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
457,104,30,5.24,1,,,23
583,88,28,5.33,1,,,30
544,104,30,6.84,1,,,35
583,88,28,5.45,1,,,30
587,88,28,6.34,1,,,34
544,104,30,6.82,1,,,35
544,104,30,7.05,1,,,35
575,104,30,6.37,1,,,32
440,104,30,6.89,1,,,26
440,104,30,6.86,1,,,26
512,104,30,4.63,1,,,27
516,104,30,5.16,1,,,25
544,104,30,6.97,1,,,35
457,104,30,5.25,1,,,23
544,104,30,6.85,1,,,35
544,104,30,6.81,1,,,35
590,88,28,5.33,1,,,33
544,104,30,7.0,1,,,35
631,104,30,6.54,1,,,36
575,104,30,6.25,1,,,32
544,104,30,7.12,1,,,35
440,104,30,6.86,1,,,26
544,104,30,7.07,1,,,35
590,88,28,5.42,1,,,33
575,104,30,6.26,1,,,32
440,104,30,6.78,1,,,26
480,88,28,4.97,1,,,23
417,104,30,6.2,1,,,25
544,104,30,7.0,1,,,35
631,104,30,6.43,1,,,36
