NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
3482,170,50,30.34,0,,,384
2258,154,48,27.67,1,,,189
2569,170,50,18.91,1,,,235
2258,154,48,26.05,1,,,189
2258,154,48,26.98,1,,,189
1540,170,50,18.29,1,,,83
1730,170,50,15.97,1,,,120
1452,170,50,13.94,1,,,84
2258,154,48,29.01,1,,,189
2258,154,48,26.08,1,,,189
2258,154,48,26.98,1,,,189
2258,154,48,27.51,1,,,189
3359,170,50,30.34,0,,,309
2258,154,48,28.23,1,,,189
2270,170,50,19.03,1,,,136
5432,152,46,30.34,0,,,355
2392,170,50,19.33,1,,,213
2258,154,48,28.03,1,,,189
2258,154,48,26.53,1,,,189
2326,170,50,24.3,1,,,156
2258,154,48,27.73,1,,,189
5436,155,48,30.32,0,,,357
2258,154,48,27.0,1,,,189
1713,170,50,13.42,1,,,82
5519,155,48,30.37,0,,,367
2258,154,48,28.18,1,,,189
3376,170,50,30.34,0,,,374
1761,154,48,16.89,1,,,82
5062,151,46,30.33,0,,,334
1834,170,50,15.99,1,,,123
