NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
2863,147,46,36.83,1,,,157
2863,147,46,37.23,1,,,157
2294,163,48,16.54,1,,,102
4556,147,46,27.51,1,,,200
4556,147,46,27.26,1,,,200
2863,147,46,37.0,1,,,157
2863,147,46,37.11,1,,,157
1750,147,46,20.47,1,,,77
1849,147,46,16.58,1,,,97
2863,147,46,37.52,1,,,157
1750,147,46,19.43,1,,,77
2498,147,46,22.65,1,,,111
3690,147,46,24.84,1,,,145
1750,147,46,19.52,1,,,77
2863,147,46,37.69,1,,,157
2366,163,48,24.23,1,,,93
2890,147,46,23.1,1,,,159
2863,147,46,37.1,1,,,157
1773,147,46,13.49,1,,,45
8532,147,46,64.83,1,,,694
1773,147,46,13.34,1,,,45
2294,163,48,18.4,1,,,102
1950,147,46,19.53,1,,,88
2863,147,46,37.4,1,,,157
2498,147,46,23.67,1,,,111
2863,147,46,37.07,1,,,157
1773,147,46,13.25,1,,,45
1472,147,46,15.01,1,,,74
2863,147,46,38.47,1,,,157
2244,147,46,23.75,1,,,100
