NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
342,100,30,5.67,1,,,20
342,100,30,5.72,1,,,20
456,84,28,4.86,1,,,26
361,100,30,4.57,1,,,21
277,100,30,5.44,1,,,16
342,100,30,5.77,1,,,20
739,100,30,8.22,1,,,49
296,100,30,5.42,1,,,17
739,100,30,8.26,1,,,49
321,100,30,4.39,1,,,19
456,84,28,4.88,1,,,26
342,100,30,5.76,1,,,20
342,100,30,5.75,1,,,20
277,100,30,5.52,1,,,16
739,100,30,8.55,1,,,49
739,100,30,8.2,1,,,49
456,84,28,4.85,1,,,26
739,100,30,8.0,1,,,49
321,100,30,4.45,1,,,19
342,100,30,5.68,1,,,20
446,100,30,4.44,1,,,23
396,100,30,5.15,1,,,23
342,100,30,5.58,1,,,20
277,100,30,5.44,1,,,16
328,100,30,4.37,1,,,19
408,100,30,4.04,1,,,21
277,100,30,5.36,1,,,16
277,100,30,5.4,1,,,16
277,100,30,5.5,1,,,16
304,100,30,4.04,1,,,18
