NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
876,125,40,9.49,1,,,42
1087,125,40,14.23,1,,,57
1104,125,40,10.14,1,,,65
748,125,40,7.24,1,,,31
1219,125,40,11.05,1,,,60
2765,125,40,18.87,1,,,251
2319,125,40,18.2,1,,,162
2319,125,40,18.89,1,,,162
1794,125,40,16.08,1,,,99
1384,125,40,12.85,1,,,84
876,125,40,9.56,1,,,42
1219,125,40,10.88,1,,,60
751,125,40,8.25,1,,,38
1087,125,40,13.95,1,,,57
1104,125,40,9.86,1,,,65
748,125,40,7.35,1,,,31
748,125,40,7.29,1,,,31
811,125,40,10.01,1,,,48
1219,125,40,10.62,1,,,60
1384,125,40,13.01,1,,,84
866,125,40,9.95,1,,,41
1090,125,40,11.88,1,,,58
1794,125,40,14.94,1,,,99
1219,125,40,11.02,1,,,60
1120,125,40,12.17,1,,,50
1162,125,40,11.89,1,,,59
1164,125,40,11.59,1,,,73
2062,125,40,19.22,1,,,159
1164,125,40,12.4,1,,,73
1087,125,40,15.03,1,,,57
