@relation training6

@attribute GNoAffS numeric
@attribute GVL numeric
@attribute GFTime numeric

@data
0.285274,0.255952,0.094466
0.187484,0.133929,0.159043
0.009509,0.421131,0.102553
0.342457,0.916667,0.063564
0.054099,0.480655,0.175397
0.099717,0.818452,0.083927
0.009509,0.553571,0.100169
0.937548,0.625,0
0.196608,0.754464,0.308829
0.060139,0.21131,0.172233
0.404909,0.553571,0.090912
1,0.97619,0.686135
0.069776,0.186012,0.173893
0,0.96875,0.134892
0.35595,0.553571,0.089531
0.332434,0.491071,0.157049
0.196608,0,0.308907
0.342457,0.928571,0.06372
0.967361,1,1
0.000514,0.363095,0.104102
0.904395,0.625,0
0.194038,0.979167,0.166975
0.254433,0.550595,0.07858
0.046004,0.854167,0.174773
0.209201,0.348214,0.09656
0.174634,0.717262,0.308885
0.29157,0.720238,0.067017
0.606785,0.748512,0.139315
0.092521,0.169643,0.17758
