NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
107,1757,84,7.08,1,,,14
107,1757,84,6.01,1,,,14
107,1757,84,5.98,1,,,14
109,1757,84,6.51,1,,,14
94,1757,84,4.7,1,,,13
107,1757,84,6.17,1,,,14
107,1757,84,7.13,1,,,14
127,1757,84,6.0,1,,,13
94,1757,84,4.92,1,,,13
107,1757,84,6.03,1,,,14
107,1757,84,7.15,1,,,14
107,1757,84,7.67,1,,,14
107,1757,84,8.63,1,,,14
94,1757,84,5.15,1,,,13
94,1757,84,4.82,1,,,13
107,1757,84,7.24,1,,,14
94,1757,84,4.85,1,,,13
109,1757,84,6.41,1,,,14
94,1757,84,4.69,1,,,13
107,1757,84,5.44,1,,,14
107,1757,84,6.83,1,,,14
107,1757,84,7.85,1,,,14
107,1757,84,6.03,1,,,14
109,1757,84,6.48,1,,,14
94,1757,84,4.89,1,,,13
107,1757,84,7.17,1,,,14
107,1757,84,5.49,1,,,14
107,1757,84,7.19,1,,,14
107,1757,84,7.17,1,,,14
127,1757,84,6.11,1,,,13
