NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
154,1070,44,4.6,1,,,11
154,1070,44,4.78,1,,,11
159,1070,44,4.67,1,,,11
154,1070,44,4.34,1,,,11
159,1070,44,5.47,1,,,11
162,1070,44,4.3,1,,,10
154,1070,44,4.27,1,,,11
154,1070,44,4.48,1,,,11
154,1070,44,4.41,1,,,11
159,1070,44,5.44,1,,,11
159,1070,44,5.46,1,,,11
154,1070,44,4.35,1,,,11
159,1070,44,5.45,1,,,11
159,1070,44,5.43,1,,,11
154,1070,44,4.76,1,,,11
159,1070,44,4.55,1,,,11
154,1070,44,4.24,1,,,11
159,1070,44,5.48,1,,,11
159,1070,44,4.68,1,,,11
154,1070,44,4.64,1,,,11
154,1070,44,4.27,1,,,11
159,1070,44,4.58,1,,,11
154,1070,44,5.16,1,,,11
159,1070,44,6.02,1,,,11
159,1070,44,4.95,1,,,11
154,1070,44,4.29,1,,,11
140,1070,44,3.97,1,,,9
159,1070,44,4.62,1,,,11
159,1070,44,5.48,1,,,11
154,1070,44,4.25,1,,,11
