NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
24,651,36,3.24,1,,,4
24,651,36,3.17,1,,,4
24,651,36,3.29,1,,,4
24,651,36,3.32,1,,,4
27,651,36,3.23,1,,,4
24,651,36,3.17,1,,,4
24,651,36,3.2,1,,,4
24,651,36,3.17,1,,,4
24,651,36,3.16,1,,,4
24,651,36,3.18,1,,,4
27,651,36,3.22,1,,,4
27,651,36,3.19,1,,,4
27,651,36,3.16,1,,,4
24,651,36,3.24,1,,,4
24,651,36,3.32,1,,,4
27,651,36,3.13,1,,,4
24,651,36,3.24,1,,,4
24,651,36,3.28,1,,,4
24,651,36,3.72,1,,,4
27,651,36,3.21,1,,,4
24,651,36,3.2,1,,,4
24,651,36,3.21,1,,,4
24,651,36,3.34,1,,,4
24,651,36,3.25,1,,,4
24,651,36,3.14,1,,,4
24,651,36,3.36,1,,,4
24,651,36,3.34,1,,,4
27,651,36,3.33,1,,,4
24,651,36,3.1,1,,,4
24,651,36,3.24,1,,,4
