NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
612,1435,64,7.29,1,,,14
734,1435,64,7.46,1,,,15
612,1435,64,8.73,1,,,15
612,1435,64,8.62,1,,,15
644,1435,64,11.31,1,,,15
612,1435,64,8.79,1,,,15
680,1435,64,11.77,1,,,15
615,1435,64,7.27,1,,,15
609,1435,64,8.71,1,,,14
636,1435,64,7.91,1,,,14
615,1435,64,6.68,1,,,15
648,1435,64,10.68,1,,,15
648,1435,64,10.59,1,,,15
648,1435,64,15.57,1,,,15
636,1435,64,8.04,1,,,14
734,1435,64,7.62,1,,,15
612,1435,64,8.69,1,,,15
648,1435,64,16.19,1,,,15
615,1435,64,6.75,1,,,15
609,1435,64,8.84,1,,,14
615,1435,64,6.72,1,,,15
612,1435,64,8.77,1,,,15
644,1435,64,11.29,1,,,15
609,1435,64,8.79,1,,,14
648,1435,64,15.95,1,,,15
609,1435,64,8.55,1,,,14
615,1435,64,6.83,1,,,15
612,1435,64,7.66,1,,,14
615,1435,64,6.79,1,,,15
648,1435,64,15.73,1,,,15
