NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
526,839,80,4.94,0,,,25
10,1117,164,4.16,0,,,2
142,1181,172,4.6,0,,,12
526,839,80,5.71,0,,,25
543,886,96,6.45,0,,,33
10,1116,164,4.23,0,,,2
1654,1047,152,10.14,0,,,90
1680,957,122,10.47,0,,,88
252,1121,160,4.69,0,,,17
252,1121,160,4.72,0,,,17
10,1104,160,4.2,0,,,2
142,1181,172,4.38,0,,,12
252,1121,160,4.68,0,,,17
68,1180,172,4.02,0,,,6
1680,957,122,10.27,0,,,88
1654,1047,152,9.88,0,,,90
10,1116,164,4.17,0,,,2
186,1181,172,4.48,0,,,14
252,1121,160,4.65,0,,,17
10,1111,160,4.16,0,,,2
252,1121,160,4.67,0,,,17
1654,1047,152,10.05,0,,,90
68,1180,172,4.13,0,,,6
242,1121,160,4.6,0,,,15
516,839,80,4.91,0,,,23
186,1181,172,4.57,0,,,14
1680,957,122,10.37,0,,,88
526,839,80,4.89,0,,,25
543,886,96,6.44,0,,,33
252,1121,160,4.65,0,,,17
