NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
130,854,38,3.72,1,,,8
133,854,38,4.14,1,,,9
133,854,38,3.63,1,,,9
133,854,38,3.57,1,,,9
133,854,38,3.86,1,,,9
133,854,38,3.74,1,,,9
136,854,38,3.7,1,,,9
130,854,38,3.53,1,,,8
133,854,38,3.78,1,,,9
133,854,38,3.87,1,,,9
133,854,38,4.08,1,,,9
136,854,38,3.84,1,,,9
133,854,38,3.31,1,,,9
133,854,38,3.73,1,,,9
130,854,38,3.63,1,,,8
136,854,38,3.53,1,,,9
136,854,38,3.3,1,,,9
136,854,38,3.33,1,,,9
136,854,38,3.83,1,,,9
133,854,38,3.71,1,,,9
133,854,38,3.71,1,,,9
136,854,38,3.38,1,,,9
133,854,38,3.81,1,,,9
130,854,38,3.65,1,,,8
136,854,38,3.29,1,,,9
133,854,38,3.36,1,,,8
136,854,38,3.74,1,,,9
133,854,38,3.76,1,,,8
133,854,38,3.7,1,,,9
133,854,38,3.71,1,,,9
