NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
53,588,30,2.95,1,,,5
56,588,30,3.44,1,,,6
56,588,30,2.9,1,,,6
56,588,30,2.9,1,,,6
56,588,30,2.95,1,,,6
53,588,30,2.93,1,,,5
56,588,30,2.79,1,,,6
53,588,30,2.88,1,,,5
53,588,30,2.97,1,,,5
56,588,30,2.89,1,,,6
56,588,30,2.77,1,,,6
53,588,30,2.85,1,,,5
56,588,30,2.94,1,,,6
56,588,30,2.95,1,,,6
56,588,30,2.79,1,,,6
53,588,30,2.98,1,,,5
56,588,30,3.03,1,,,6
56,588,30,2.91,1,,,6
56,588,30,2.94,1,,,6
56,588,30,2.83,1,,,6
56,588,30,2.96,1,,,6
53,588,30,2.99,1,,,5
56,588,30,2.93,1,,,6
53,588,30,2.91,1,,,5
56,588,30,2.87,1,,,6
56,588,30,3.37,1,,,6
56,588,30,2.9,1,,,6
56,588,30,3.08,1,,,6
56,588,30,2.98,1,,,6
53,588,30,3.01,1,,,5
