NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
,3980,212,13.54,1,,,0
,3980,212,13.18,1,,,0
,3980,212,14.0,1,,,0
,3980,212,13.38,1,,,0
,3980,212,13.56,1,,,0
,3980,212,13.43,1,,,0
,3980,212,13.38,1,,,0
,3980,212,13.04,1,,,0
,3980,212,14.35,1,,,0
,3980,212,13.74,1,,,0
,3980,212,13.04,1,,,0
,3980,212,12.41,1,,,0
,3980,212,14.16,1,,,0
,3980,212,13.03,1,,,0
,3980,212,13.76,1,,,0
,3980,212,13.37,1,,,0
,3980,212,13.91,1,,,0
,3980,212,14.44,1,,,0
,3980,212,13.48,1,,,0
,3980,212,13.55,1,,,0
,3980,212,12.47,1,,,0
,3980,212,13.68,1,,,0
,3980,212,13.96,1,,,0
,3980,212,13.72,1,,,0
,3980,212,12.59,1,,,0
,3980,212,12.69,1,,,0
,3980,212,13.03,1,,,0
,3980,212,13.97,1,,,0
,3980,212,13.08,1,,,0
,3980,212,14.26,1,,,0
