NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
34,1676,180,3.74,1,,,3
34,1676,180,3.74,1,,,3
29,1676,180,4.01,1,,,2
34,1676,180,3.77,1,,,3
34,1676,180,3.61,1,,,3
34,1676,180,3.64,1,,,3
34,1676,180,3.86,1,,,3
34,1676,180,3.76,1,,,3
34,1676,180,3.78,1,,,3
34,1676,180,4.07,1,,,3
18,1676,180,3.76,1,,,1
18,1676,180,3.82,1,,,1
34,1676,180,3.77,1,,,3
34,1676,180,3.76,1,,,3
34,1676,180,4.01,1,,,3
34,1676,180,3.68,1,,,3
18,1676,180,3.8,1,,,1
34,1676,180,3.92,1,,,3
34,1676,180,3.76,1,,,3
34,1676,180,3.68,1,,,3
34,1676,180,4.1,1,,,3
34,1676,180,3.67,1,,,3
18,1676,180,4.04,1,,,1
34,1676,180,4.33,1,,,3
18,1676,180,3.82,1,,,1
34,1676,180,3.81,1,,,3
34,1676,180,4.0,1,,,3
34,1676,180,3.59,1,,,3
34,1676,180,4.04,1,,,3
29,1676,180,4.12,1,,,2
