NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
177,1172,66,4.96,1,,,18
189,1172,66,6.14,1,,,18
177,1172,66,7.15,1,,,18
189,1172,66,6.34,1,,,18
189,1172,66,6.06,1,,,18
177,1172,66,4.39,1,,,18
177,1172,66,4.34,1,,,18
177,1172,66,4.47,1,,,18
177,1172,66,5.01,1,,,18
177,1172,66,5.15,1,,,18
177,1172,66,5.64,1,,,18
177,1172,66,7.47,1,,,18
177,1172,66,5.77,1,,,18
189,1172,66,6.09,1,,,18
177,1172,66,4.32,1,,,18
185,1172,66,4.62,1,,,18
177,1172,66,5.15,1,,,18
177,1172,66,4.33,1,,,18
177,1172,66,6.64,1,,,18
177,1172,66,4.95,1,,,18
177,1172,66,5.25,1,,,18
177,1172,66,5.13,1,,,18
189,1172,66,6.1,1,,,18
177,1172,66,6.74,1,,,18
177,1172,66,6.43,1,,,18
189,1172,66,6.16,1,,,18
177,1172,66,4.37,1,,,18
189,1172,66,6.08,1,,,18
177,1172,66,4.42,1,,,18
177,1172,66,5.53,1,,,18
