NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
94,507,30,3.42,1,,,8
94,507,30,3.65,1,,,8
94,507,30,3.59,1,,,8
91,507,30,4.01,1,,,7
94,507,30,3.49,1,,,8
94,507,30,3.53,1,,,8
94,507,30,3.65,1,,,8
94,507,30,3.25,1,,,8
94,507,30,4.1,1,,,8
94,507,30,3.76,1,,,8
94,507,30,3.37,1,,,8
91,507,30,3.72,1,,,7
99,507,30,3.34,1,,,8
91,507,30,3.96,1,,,7
94,507,30,4.13,1,,,8
94,507,30,3.53,1,,,8
94,507,30,3.42,1,,,8
94,507,30,3.5,1,,,7
94,507,30,3.45,1,,,7
99,507,30,3.28,1,,,8
94,507,30,3.57,1,,,8
94,507,30,3.34,1,,,8
94,507,30,3.44,1,,,8
96,507,30,3.33,1,,,7
94,507,30,3.78,1,,,8
94,507,30,3.71,1,,,8
94,507,30,3.56,1,,,8
91,507,30,3.39,1,,,7
94,507,30,3.75,1,,,8
99,507,30,3.3,1,,,8
