NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
,437,26,2.27,1,,,0
,437,26,2.3,1,,,0
,437,26,2.77,1,,,0
,437,26,2.26,1,,,0
,437,26,2.36,1,,,0
,437,26,2.34,1,,,0
,437,26,2.26,1,,,0
,437,26,2.28,1,,,0
,437,26,2.3,1,,,0
,437,26,2.26,1,,,0
,437,26,2.35,1,,,0
,437,26,2.4,1,,,0
,437,26,2.68,1,,,0
,437,26,2.24,1,,,0
,437,26,2.29,1,,,0
,437,26,2.32,1,,,0
,437,26,2.32,1,,,0
,437,26,2.38,1,,,0
,437,26,2.28,1,,,0
,437,26,2.26,1,,,0
,437,26,2.24,1,,,0
,437,26,2.31,1,,,0
,437,26,2.32,1,,,0
,437,26,2.38,1,,,0
,437,26,2.31,1,,,0
,437,26,2.56,1,,,0
,437,26,2.31,1,,,0
,437,26,2.29,1,,,0
,437,26,2.34,1,,,0
,437,26,2.29,1,,,0
