NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
659,2113,360,30.37,0,,,13
3669,2115,364,30.38,0,,,65
3352,2042,350,30.31,0,,,61
4447,2072,350,30.35,0,,,55
3667,1685,284,30.37,0,,,63
4801,2102,360,30.34,0,,,59
466,614,0,30.48,0,,,12
3353,2059,350,30.34,0,,,62
3667,1989,348,30.34,0,,,63
3983,1219,196,30.33,0,,,66
6698,1885,320,30.36,0,,,58
3667,614,0,30.56,0,,,63
659,614,0,30.28,0,,,13
8321,1688,258,30.41,0,,,65
3353,2040,350,30.35,0,,,62
5602,2102,362,30.33,0,,,71
16129,1759,276,30.36,0,,,58
7523,1112,104,30.35,0,,,52
6911,1712,278,30.35,0,,,44
16802,1589,228,30.36,0,,,60
3669,2020,348,30.36,0,,,65
16802,1784,286,30.36,0,,,61
2263,2038,350,30.37,0,,,51
3351,1219,196,30.35,0,,,60
5323,1586,264,30.37,0,,,43
14887,1661,244,30.36,0,,,54
3667,1695,286,30.34,0,,,63
3667,2021,348,30.34,0,,,63
6542,1563,256,30.35,0,,,26
14758,1541,216,30.36,0,,,53
