NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
,185,20,2.54,0,,,0
,997,88,2.74,0,,,0
,947,82,2.8,0,,,0
,185,20,2.77,0,,,0
,185,20,2.78,0,,,0
,944,82,2.79,0,,,0
,239,26,2.59,0,,,0
,944,82,2.76,0,,,0
,944,82,2.79,0,,,0
,944,82,2.84,0,,,0
,239,26,2.54,0,,,0
,944,82,2.86,0,,,0
,238,26,2.54,0,,,0
,997,88,2.85,0,,,0
,997,88,3.14,0,,,0
,1001,88,2.85,0,,,0
,944,82,2.76,0,,,0
,944,82,2.78,0,,,0
,239,26,2.55,0,,,0
,239,26,2.57,0,,,0
,944,82,2.74,0,,,0
,185,20,2.42,0,,,0
,944,82,2.76,0,,,0
,185,20,2.44,0,,,0
,239,26,2.6,0,,,0
,239,26,2.52,0,,,0
,944,82,2.74,0,,,0
,1001,88,2.71,0,,,0
,944,82,2.71,0,,,0
,944,82,2.76,0,,,0
