NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
9,59,6,1.68,1,,,2
9,59,6,1.85,1,,,2
9,59,6,1.77,1,,,2
6,59,6,1.59,1,,,1
9,59,6,1.74,1,,,2
6,59,6,1.64,1,,,1
9,59,6,1.69,1,,,2
9,59,6,1.76,1,,,2
9,59,6,1.64,1,,,2
9,59,6,1.68,1,,,2
9,59,6,1.68,1,,,2
9,59,6,1.66,1,,,2
9,59,6,1.77,1,,,2
9,59,6,2.04,1,,,2
9,59,6,1.64,1,,,2
9,59,6,1.66,1,,,2
9,59,6,1.67,1,,,2
6,59,6,1.66,1,,,1
9,59,6,1.69,1,,,2
9,59,6,1.69,1,,,2
9,59,6,1.71,1,,,2
9,59,6,1.69,1,,,2
9,59,6,1.58,1,,,2
9,59,6,1.71,1,,,2
6,59,6,1.71,1,,,1
9,59,6,2.11,1,,,2
6,59,6,1.71,1,,,1
6,59,6,1.71,1,,,1
9,59,6,1.68,1,,,2
9,59,6,1.64,1,,,2
