NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
3,493,26,2.76,0,,,1
3,460,20,2.77,0,,,1
33,499,36,2.84,0,,,4
26,492,26,3.14,0,,,3
33,499,36,3.21,0,,,4
,580,44,2.77,0,,,0
3,493,26,2.85,0,,,1
41,576,44,3.37,0,,,4
33,499,36,2.87,0,,,4
3,460,20,2.79,0,,,1
3,398,18,2.51,0,,,1
3,460,20,2.61,0,,,1
9,402,18,2.55,0,,,2
3,576,44,2.61,0,,,1
,580,44,2.66,0,,,0
9,402,18,2.58,0,,,2
3,460,20,2.69,0,,,1
3,576,44,2.93,0,,,1
3,487,32,2.71,0,,,1
3,460,20,2.73,0,,,1
3,493,26,2.7,0,,,1
3,576,44,2.87,0,,,1
33,499,36,2.87,0,,,4
,573,42,2.6,0,,,0
30,499,36,2.93,0,,,3
33,499,36,2.88,0,,,4
3,460,20,2.52,0,,,1
3,460,20,2.77,0,,,1
33,499,36,2.87,0,,,4
3,400,18,2.72,0,,,1
