NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
58,584,40,3.35,0,,,5
,610,54,3.28,0,,,0
3,611,54,3.62,0,,,1
,605,54,2.82,0,,,0
3,611,54,3.06,0,,,1
3,693,68,2.84,0,,,1
,605,54,2.9,0,,,0
3,434,20,2.72,0,,,1
3,611,54,2.91,0,,,1
35,607,54,3.27,0,,,4
27,608,54,3.3,0,,,4
,605,54,2.79,0,,,0
3,611,54,2.76,0,,,1
,605,54,2.64,0,,,0
3,589,52,2.83,0,,,1
3,589,52,2.69,0,,,1
,605,54,2.8,0,,,0
3,611,54,2.99,0,,,1
9,435,20,2.83,0,,,2
3,611,54,2.82,0,,,1
,605,54,2.75,0,,,0
3,434,20,2.84,0,,,1
3,434,20,3.07,0,,,1
3,611,54,2.81,0,,,1
6,435,20,2.74,0,,,1
9,435,20,2.75,0,,,2
3,611,54,2.82,0,,,1
58,584,40,3.15,0,,,5
3,611,54,2.93,0,,,1
9,435,20,2.77,0,,,2
