NoAffS,VL,VC,Time,Result,FTime,FResult
1207.0,6503.0,456.0,,0.0,37.1,1.0
1337.0,1865.0,48.0,,0.0,32.86,1.0
1343.0,6686.0,462.0,,0.0,33.89,1.0
619.0,3557.0,230.0,,0.0,67.25,1.0
1313.0,6357.0,444.0,,0.0,37.8,1.0
619.0,3719.0,252.0,,0.0,66.2,1.0
883.0,6900.0,490.0,,0.0,38.55,1.0
789.0,3557.0,184.0,,0.0,49.14,1.0
802.0,6683.0,480.0,,0.0,68.19,1.0
957.0,6690.0,464.0,,0.0,36.6,1.0
720.0,6340.0,386.0,,0.0,48.05,1.0
1337.0,5901.0,378.0,,0.0,31.71,1.0
1522.0,1178.0,56.0,,0.0,31.55,1.0
642.0,3718.0,254.0,,0.0,72.55,1.0
1297.0,5650.0,356.0,,0.0,34.56,1.0
1164.0,6690.0,464.0,,0.0,37.15,1.0
391.0,2348.0,142.0,,0.0,133.85,1.0
1444.0,6913.0,492.0,,0.0,30.74,1.0
658.0,3609.0,232.0,,0.0,54.79,1.0
464.0,3498.0,242.0,,0.0,133.53,1.0
1262.0,6357.0,444.0,,0.0,33.23,1.0
607.0,3771.0,254.0,,0.0,55.71,1.0
640.0,3670.0,240.0,,0.0,57.43,1.0
1552.0,4423.0,274.0,,0.0,30.72,1.0
464.0,1390.0,70.0,,0.0,135.71,1.0
1187.0,3825.0,268.0,,0.0,33.28,1.0
464.0,3498.0,242.0,,0.0,149.01,1.0
584.0,3771.0,254.0,,0.0,57.4,1.0
658.0,3771.0,254.0,,0.0,56.14,1.0
1507.0,3115.0,150.0,,0.0,33.31,1.0
