NoAffS,VL,VC,Time,Result,FTime,FResult
1082.0,20.0,6.0,,0.0,77.55,1.0
1003.0,21.0,6.0,,0.0,78.47,1.0
1082.0,14.0,4.0,,0.0,77.71,1.0
1082.0,20.0,6.0,,0.0,79.21,1.0
1109.0,16.0,4.0,,0.0,79.55,1.0
1082.0,23.0,10.0,,0.0,78.07,1.0
1082.0,20.0,6.0,,0.0,77.81,1.0
1082.0,7.0,2.0,,0.0,77.79,1.0
1109.0,16.0,4.0,,0.0,77.34,1.0
1082.0,21.0,6.0,,0.0,77.95,1.0
1082.0,21.0,6.0,,0.0,79.1,1.0
1109.0,14.0,4.0,,0.0,77.9,1.0
1082.0,14.0,4.0,,0.0,77.32,1.0
1082.0,20.0,6.0,,0.0,77.9,1.0
1082.0,21.0,6.0,,0.0,78.13,1.0
1082.0,21.0,6.0,,0.0,78.88,1.0
1082.0,18.0,4.0,,0.0,77.91,1.0
1082.0,14.0,4.0,,0.0,77.04,1.0
1055.0,23.0,10.0,,0.0,78.36,1.0
1109.0,21.0,6.0,,0.0,78.96,1.0
1082.0,23.0,10.0,,0.0,79.0,1.0
1109.0,14.0,4.0,,0.0,77.99,1.0
1109.0,14.0,4.0,,0.0,78.19,1.0
1003.0,21.0,6.0,,0.0,78.4,1.0
1109.0,14.0,4.0,,0.0,78.06,1.0
1082.0,7.0,2.0,,0.0,77.85,1.0
1082.0,20.0,6.0,,0.0,78.1,1.0
1082.0,21.0,6.0,,0.0,78.67,1.0
1082.0,23.0,10.0,,0.0,77.05,1.0
1082.0,21.0,6.0,,0.0,77.99,1.0
