NoAffS,VL,VC,Time,Result,FTime,FResult
12.0,586.0,224.0,,0.0,312.81,1.0
12.0,586.0,224.0,,0.0,331.85,1.0
12.0,586.0,224.0,,0.0,338.49,1.0
12.0,586.0,224.0,,0.0,325.86,1.0
12.0,585.0,224.0,,0.0,316.38,1.0
12.0,585.0,224.0,,0.0,317.05,1.0
12.0,586.0,224.0,,0.0,314.25,1.0
12.0,586.0,224.0,,0.0,312.67,1.0
12.0,585.0,224.0,,0.0,312.32,1.0
39.0,181.0,0.0,,0.0,314.55,1.0
12.0,586.0,224.0,,0.0,336.13,1.0
12.0,585.0,224.0,,0.0,348.79,1.0
12.0,586.0,224.0,,0.0,301.92,1.0
12.0,585.0,224.0,,0.0,294.73,1.0
12.0,586.0,224.0,,0.0,324.27,1.0
12.0,586.0,224.0,,0.0,351.39,1.0
39.0,181.0,0.0,,0.0,316.57,1.0
12.0,585.0,224.0,,0.0,373.75,1.0
12.0,585.0,224.0,,0.0,335.83,1.0
12.0,586.0,224.0,,0.0,316.07,1.0
39.0,220.0,4.0,,0.0,306.72,1.0
39.0,220.0,4.0,,0.0,304.12,1.0
39.0,181.0,0.0,,0.0,297.03,1.0
39.0,220.0,4.0,,0.0,294.24,1.0
39.0,220.0,4.0,,0.0,299.94,1.0
12.0,585.0,224.0,,0.0,301.91,1.0
39.0,181.0,0.0,,0.0,296.42,1.0
39.0,220.0,4.0,,0.0,301.15,1.0
39.0,220.0,4.0,,0.0,301.83,1.0
12.0,585.0,224.0,,0.0,324.49,1.0
