NoAffS,VL,VC,Time,Result,FTime,FResult
440.0,747.0,152.0,,0.0,172.15,1.0
1137.0,928.0,186.0,,0.0,189.85,1.0
505.0,1225.0,314.0,,0.0,118.86,1.0
505.0,1176.0,294.0,,0.0,124.09,1.0
444.0,1232.0,324.0,,0.0,125.68,1.0
649.0,1251.0,326.0,,0.0,125.84,1.0
406.0,1217.0,322.0,,0.0,127.24,1.0
975.0,553.0,54.0,,0.0,225.19,1.0
505.0,1272.0,330.0,,0.0,122.1,1.0
976.0,1254.0,330.0,,0.0,195.27,1.0
997.0,928.0,186.0,,0.0,224.54,1.0
754.0,1153.0,290.0,,0.0,163.89,1.0
317.0,1235.0,316.0,,0.0,205.02,1.0
757.0,948.0,230.0,,0.0,110.81,1.0
923.0,655.0,98.0,,0.0,230.26,1.0
348.0,1236.0,316.0,,0.0,197.01,1.0
600.0,1377.0,362.0,,0.0,122.57,1.0
987.0,962.0,230.0,,0.0,220.18,1.0
765.0,927.0,206.0,,0.0,210.67,1.0
990.0,687.0,116.0,,0.0,220.71,1.0
1068.0,888.0,192.0,,0.0,204.92,1.0
485.0,1273.0,330.0,,0.0,121.12,1.0
722.0,1224.0,314.0,,0.0,231.27,1.0
464.0,1210.0,312.0,,0.0,122.12,1.0
997.0,1163.0,290.0,,0.0,219.53,1.0
746.0,1077.0,248.0,,0.0,216.68,1.0
425.0,1235.0,318.0,,0.0,138.25,1.0
343.0,1236.0,316.0,,0.0,208.84,1.0
959.0,930.0,186.0,,0.0,252.98,1.0
832.0,553.0,54.0,,0.0,266.61,1.0
