GNoAffS,GVL,GVC,GTime,GResult,GFTime,GFResult
0.0,0.9786910197869102,0.9397590361445783,0,0.0,0.037828252976441774,1.0
0.4802395209580838,0.4216133942161339,0.6746987951807228,0,0.0,0.03301528328970699,1.0
0.0530938123752495,0.9315068493150684,0.9036144578313253,0,0.0,0.03129837597455599,1.0
0.13333333333333333,0.9117199391171994,0.891566265060241,0,0.0,0.02434630864927242,1.0
0.44550898203592815,0.0,0.0,0,0.0,0.038588195558557796,1.0
0.032335329341317366,0.7321156773211568,0.6626506024096386,0,0.0,0.17833319260322553,1.0
0.500998003992016,0.0,0.0,0,0.0,0.08562019758507135,1.0
0.02594810379241517,0.9178082191780822,0.963855421686747,0,0.0,0.271552816009457,1.0
0.16726546906187625,0.9025875190258752,0.8433734939759037,0,0.0,0.01759126347490782,1.0
0.23193612774451097,0.9558599695585996,0.9518072289156626,0,0.0,0.9756818373722873,1.0
0.4682634730538922,0.69558599695586,0.8554216867469879,0,0.0,0.08531059134791297,1.0
0.49221556886227547,0.7229832572298326,0.8674698795180723,0,0.0,0.08170790058825185,1.0
0.118562874251497,0.8995433789954338,0.8433734939759037,0,0.0,0.0,1.0
0.1936127744510978,0.9025875190258752,0.8433734939759037,0,0.0,0.022010188859804665,1.0
0.36047904191616764,0.5296803652968036,0.6626506024096386,0,0.0,0.5288355990880689,1.0
0.06706586826347305,0.5403348554033486,0.6626506024096386,0,0.0,0.18252694981564352,1.0
0.10818363273453094,0.91324200913242,0.9156626506024096,0,0.0,0.6246446564778069,1.0
0.2283433133732535,0.974124809741248,0.9759036144578314,0,0.0,0.01111767851614173,1.0
0.19880239520958085,0.9786910197869102,0.9518072289156626,0,0.0,0.01739424132398885,1.0
0.32255489021956085,0.1385083713850837,0.26506024096385544,0,0.0,0.5311435728559768,1.0
0.12654690618762476,0.6423135464231354,0.7831325301204819,0,0.0,0.11393509527428299,1.0
0.2874251497005988,1.0,1.0,0,0.0,0.06532691604041767,1.0
0.10778443113772455,0.4916286149162861,0.39759036144578314,0,0.0,0.26789383320667626,1.0
0.429940119760479,0.715372907153729,0.8674698795180723,0,0.0,0.08134200230797374,1.0
0.2562874251497006,0.8873668188736682,0.8072289156626506,0,0.0,0.06242787581975286,1.0
1.0,0.4429223744292237,0.6144578313253012,0,0.0,0.11387880323116326,1.0
0.4251497005988024,0.8188736681887366,0.6987951807228916,0,0.0,1.0,1.0
0.47305389221556887,0.6940639269406392,0.8433734939759037,0,0.0,0.08781558726673985,1.0
0.47944111776447107,0.6636225266362252,0.8192771084337349,0,0.0,0.08235525908412843,1.0
0.019161676646706587,0.7184170471841704,0.6024096385542169,0,0.0,0.005685496355090197,1.0
