NoAffS,VL,VC,Time,Result,FTime,FResult
5127.0,897.0,76.0,,0.0,315.45,1.0
5220.0,985.0,114.0,,0.0,318.64,1.0
6754.0,996.0,112.0,,0.0,589.5,1.0
11014.0,997.0,112.0,,0.0,388.07,1.0
5553.0,1354.0,218.0,,0.0,134.24,1.0
4851.0,1311.0,200.0,,0.0,136.87,1.0
11989.0,1048.0,124.0,,0.0,162.31,1.0
5015.0,984.0,114.0,,0.0,315.31,1.0
5876.0,1063.0,140.0,,0.0,177.2,1.0
7222.0,1382.0,242.0,,0.0,189.37,1.0
5476.0,1006.0,116.0,,0.0,321.97,1.0
5205.0,964.0,100.0,,0.0,313.0,1.0
7222.0,1338.0,218.0,,0.0,191.52,1.0
5213.0,1367.0,220.0,,0.0,133.57,1.0
6960.0,1377.0,236.0,,0.0,193.1,1.0
5333.0,911.0,84.0,,0.0,316.99,1.0
11923.0,995.0,102.0,,0.0,158.34,1.0
5161.0,1354.0,218.0,,0.0,137.69,1.0
5309.0,903.0,82.0,,0.0,320.69,1.0
5235.0,1053.0,136.0,,0.0,313.46,1.0
12130.0,1284.0,206.0,,0.0,158.98,1.0
7022.0,1105.0,146.0,,0.0,94.49,1.0
6805.0,1138.0,140.0,,0.0,193.93,1.0
5127.0,897.0,76.0,,0.0,319.11,1.0
11857.0,665.0,0.0,,0.0,161.94,1.0
3743.0,1364.0,220.0,,0.0,133.54,1.0
5876.0,1063.0,140.0,,0.0,172.57,1.0
6754.0,990.0,110.0,,0.0,588.95,1.0
5671.0,1359.0,220.0,,0.0,132.37,1.0
5323.0,911.0,84.0,,0.0,317.48,1.0
