NoAffS,VL,VC,Time,Result,FTime,FResult
1879.0,1252.0,64.0,,0.0,42.2,1.0
2247.0,1496.0,142.0,,0.0,181.4,1.0
1751.0,1491.0,146.0,,0.0,39.63,1.0
1829.0,924.0,30.0,,0.0,34.03,1.0
2704.0,1465.0,150.0,,0.0,168.88,1.0
2826.0,1498.0,152.0,,0.0,231.34,1.0
1543.0,1453.0,132.0,,0.0,52.13,1.0
2408.0,1439.0,132.0,,0.0,55.54,1.0
1814.0,1460.0,128.0,,0.0,41.42,1.0
2720.0,1184.0,66.0,,0.0,80.16,1.0
2748.0,1092.0,68.0,,0.0,900.27,0.0
2566.0,1352.0,104.0,,0.0,52.97,1.0
2402.0,1259.0,112.0,,0.0,54.16,1.0
1841.0,1376.0,108.0,,0.0,40.79,1.0
1765.0,1036.0,50.0,,0.0,43.1,1.0
4751.0,1514.0,152.0,,0.0,33.78,1.0
3247.0,1416.0,126.0,,0.0,174.14,1.0
1983.0,1227.0,100.0,,0.0,34.49,1.0
2525.0,1509.0,152.0,,0.0,53.03,1.0
1800.0,1491.0,146.0,,0.0,40.08,1.0
4720.0,1486.0,138.0,,0.0,33.32,1.0
1677.0,1420.0,122.0,,0.0,41.39,1.0
2878.0,1092.0,68.0,,0.0,900.24,0.0
1729.0,1369.0,108.0,,0.0,40.45,1.0
1547.0,1403.0,120.0,,0.0,83.65,1.0
4736.0,1471.0,130.0,,0.0,33.52,1.0
2857.0,1414.0,126.0,,0.0,130.81,1.0
1896.0,1393.0,112.0,,0.0,44.53,1.0
1308.0,1465.0,128.0,,0.0,900.37,0.0
1782.0,1457.0,132.0,,0.0,42.77,1.0
