NoAffS,VL,VC,Time,Result,FTime,FResult
5700.0,2375.0,396.0,,0.0,110.98,1.0
6397.0,2124.0,334.0,,0.0,106.28,1.0
5700.0,2306.0,366.0,,0.0,109.42,1.0
99.0,2534.0,430.0,,0.0,314.97,1.0
5014.0,767.0,0.0,,0.0,100.99,1.0
4314.0,2379.0,390.0,,0.0,107.29,1.0
7401.0,2041.0,312.0,,0.0,121.8,1.0
5720.0,2396.0,398.0,,0.0,94.11,1.0
5720.0,2354.0,380.0,,0.0,94.08,1.0
8001.0,2223.0,358.0,,0.0,118.78,1.0
16132.0,1805.0,216.0,,0.0,118.15,1.0
5664.0,2394.0,398.0,,0.0,92.25,1.0
17091.0,1804.0,216.0,,0.0,117.11,1.0
69.0,2528.0,428.0,,0.0,380.16,1.0
99.0,2534.0,430.0,,0.0,302.95,1.0
132.0,2280.0,366.0,,0.0,374.75,1.0
7909.0,2414.0,394.0,,0.0,78.31,1.0
5700.0,2370.0,394.0,,0.0,111.57,1.0
142.0,767.0,0.0,,0.0,300.52,1.0
99.0,2369.0,386.0,,0.0,308.65,1.0
5700.0,2421.0,402.0,,0.0,108.54,1.0
6397.0,767.0,0.0,,0.0,111.66,1.0
5700.0,2378.0,396.0,,0.0,109.88,1.0
7376.0,2232.0,360.0,,0.0,121.43,1.0
194.0,1844.0,292.0,,0.0,280.99,1.0
19968.0,1517.0,140.0,,0.0,106.99,1.0
6397.0,2423.0,402.0,,0.0,113.75,1.0
248.0,767.0,0.0,,0.0,271.15,1.0
19055.0,1817.0,220.0,,0.0,109.92,1.0
10725.0,2326.0,366.0,,0.0,67.1,1.0
