NoAffS,VL,VC,Time,Result,FTime,FResult
1620.0,502.0,0.0,,0.0,77.78,1.0
251.0,964.0,112.0,,0.0,172.32,1.0
2949.0,1534.0,288.0,,0.0,39.98,1.0
285.0,502.0,0.0,,0.0,503.57,1.0
2066.0,502.0,0.0,,0.0,79.73,1.0
1463.0,1496.0,270.0,,0.0,82.75,1.0
1414.0,1297.0,204.0,,0.0,86.89,1.0
624.0,967.0,114.0,,0.0,156.74,1.0
757.0,931.0,98.0,,0.0,160.6,1.0
1317.0,1384.0,242.0,,0.0,83.16,1.0
158.0,963.0,112.0,,0.0,459.42,1.0
1078.0,1228.0,180.0,,0.0,81.68,1.0
1803.0,1358.0,222.0,,0.0,85.89,1.0
237.0,971.0,116.0,,0.0,187.82,1.0
2032.0,1056.0,150.0,,0.0,80.75,1.0
1564.0,1247.0,186.0,,0.0,84.9,1.0
2683.0,1533.0,288.0,,0.0,50.03,1.0
2735.0,1533.0,288.0,,0.0,44.79,1.0
1007.0,937.0,100.0,,0.0,149.76,1.0
1457.0,1272.0,198.0,,0.0,82.41,1.0
1728.0,1496.0,270.0,,0.0,79.03,1.0
1641.0,1363.0,224.0,,0.0,95.25,1.0
1986.0,1517.0,288.0,,0.0,70.39,1.0
1130.0,1153.0,162.0,,0.0,86.88,1.0
1674.0,1404.0,244.0,,0.0,79.2,1.0
2951.0,1535.0,288.0,,0.0,48.59,1.0
221.0,502.0,0.0,,0.0,446.22,1.0
2866.0,1547.0,292.0,,0.0,42.24,1.0
1007.0,937.0,100.0,,0.0,151.88,1.0
1365.0,1497.0,270.0,,0.0,80.32,1.0
