NoAffS,VL,VC,Time,Result,FTime,FResult
23.0,573.0,212.0,,0.0,46.65,1.0
23.0,572.0,212.0,,0.0,48.35,1.0
23.0,572.0,212.0,,0.0,46.53,1.0
23.0,573.0,212.0,,0.0,51.45,1.0
23.0,572.0,212.0,,0.0,51.04,1.0
23.0,573.0,212.0,,0.0,48.48,1.0
23.0,573.0,212.0,,0.0,51.19,1.0
23.0,572.0,212.0,,0.0,50.43,1.0
23.0,572.0,212.0,,0.0,46.61,1.0
23.0,572.0,212.0,,0.0,44.01,1.0
23.0,573.0,212.0,,0.0,44.24,1.0
23.0,572.0,212.0,,0.0,45.89,1.0
23.0,572.0,212.0,,0.0,44.84,1.0
23.0,573.0,212.0,,0.0,43.07,1.0
23.0,572.0,212.0,,0.0,43.81,1.0
23.0,573.0,212.0,,0.0,43.44,1.0
23.0,573.0,212.0,,0.0,42.65,1.0
23.0,572.0,212.0,,0.0,42.43,1.0
23.0,572.0,212.0,,0.0,44.51,1.0
23.0,572.0,212.0,,0.0,43.23,1.0
23.0,572.0,212.0,,0.0,42.61,1.0
23.0,573.0,212.0,,0.0,43.62,1.0
23.0,572.0,212.0,,0.0,43.88,1.0
23.0,572.0,212.0,,0.0,43.93,1.0
23.0,573.0,212.0,,0.0,41.82,1.0
23.0,573.0,212.0,,0.0,42.57,1.0
23.0,573.0,212.0,,0.0,42.25,1.0
23.0,573.0,212.0,,0.0,42.63,1.0
23.0,572.0,212.0,,0.0,42.76,1.0
23.0,573.0,212.0,,0.0,44.01,1.0
