NoAffS,VL,VC,Time,Result,FTime,FResult
1874.0,4152.0,300.0,,0.0,179.81,1.0
2533.0,4056.0,297.0,,0.0,113.12,1.0
1137.0,4185.0,311.0,,0.0,83.34,1.0
1126.0,914.0,78.0,,0.0,86.93,1.0
1259.0,4021.0,294.0,,0.0,135.05,1.0
1191.0,3649.0,251.0,,0.0,90.13,1.0
2568.0,3158.0,257.0,,0.0,157.18,1.0
3612.0,2129.0,181.0,,0.0,886.02,1.0
1683.0,3569.0,277.0,,0.0,163.66,1.0
1623.0,2822.0,248.0,,0.0,184.55,1.0
1970.0,3035.0,219.0,,0.0,136.81,1.0
1770.0,3956.0,297.0,,0.0,140.32,1.0
1914.0,1365.0,73.0,,0.0,184.16,1.0
1611.0,2744.0,165.0,,0.0,135.48,1.0
1194.0,2697.0,186.0,,0.0,136.76,1.0
1737.0,2826.0,250.0,,0.0,187.36,1.0
1975.0,2743.0,165.0,,0.0,76.82,1.0
3117.0,2130.0,181.0,,0.0,416.93,1.0
1072.0,3262.0,247.0,,0.0,113.77,1.0
3366.0,1068.0,104.0,,0.0,899.22,0.0
1503.0,4624.0,327.0,,0.0,76.88,1.0
1250.0,2965.0,222.0,,0.0,86.26,1.0
1505.0,2350.0,134.0,,0.0,135.85,1.0
1712.0,5177.0,394.0,,0.0,89.88,1.0
1828.0,2824.0,250.0,,0.0,186.1,1.0
2387.0,2458.0,156.0,,0.0,164.29,1.0
2319.0,3610.0,251.0,,0.0,120.19,1.0
2577.0,3159.0,257.0,,0.0,159.28,1.0
2686.0,2126.0,179.0,,0.0,889.74,1.0
986.0,4582.0,345.0,,0.0,85.27,1.0
