NoAffS,VL,VC,Time,Result,FTime,FResult
2821.0,305.0,130.0,,0.0,118.26,1.0
1620.0,303.0,130.0,,0.0,497.43,1.0
2821.0,305.0,130.0,,0.0,118.44,1.0
1624.0,23.0,0.0,,0.0,277.39,1.0
1689.0,235.0,112.0,,0.0,106.28,1.0
2642.0,303.0,130.0,,0.0,406.8,1.0
2955.0,305.0,130.0,,0.0,392.17,1.0
1551.0,303.0,130.0,,0.0,282.24,1.0
1637.0,297.0,130.0,,0.0,620.09,1.0
2328.0,23.0,0.0,,0.0,125.07,1.0
2897.0,303.0,130.0,,0.0,117.87,1.0
2821.0,305.0,130.0,,0.0,117.82,1.0
1551.0,303.0,130.0,,0.0,278.53,1.0
2707.0,305.0,130.0,,0.0,397.12,1.0
1624.0,303.0,130.0,,0.0,281.77,1.0
2428.0,281.0,114.0,,0.0,124.58,1.0
2897.0,303.0,130.0,,0.0,120.0,1.0
2821.0,305.0,130.0,,0.0,118.27,1.0
1624.0,303.0,130.0,,0.0,284.8,1.0
2727.0,303.0,130.0,,0.0,119.42,1.0
1637.0,302.0,130.0,,0.0,627.24,1.0
1624.0,303.0,130.0,,0.0,279.79,1.0
2707.0,302.0,130.0,,0.0,391.14,1.0
1624.0,303.0,130.0,,0.0,283.08,1.0
2428.0,278.0,114.0,,0.0,125.4,1.0
2297.0,255.0,108.0,,0.0,634.35,1.0
1576.0,303.0,130.0,,0.0,631.09,1.0
2873.0,304.0,130.0,,0.0,120.58,1.0
2727.0,305.0,130.0,,0.0,121.11,1.0
3215.0,303.0,130.0,,0.0,397.92,1.0
