NoAffS,VL,VC,Time,Result,FTime,FResult
1082.0,7.0,2.0,,0.0,231.69,1.0
1082.0,23.0,10.0,,0.0,232.19,1.0
1082.0,21.0,6.0,,0.0,231.63,1.0
1082.0,21.0,6.0,,0.0,230.57,1.0
1082.0,20.0,6.0,,0.0,230.89,1.0
1082.0,20.0,6.0,,0.0,230.02,1.0
1082.0,14.0,4.0,,0.0,229.43,1.0
1082.0,21.0,6.0,,0.0,230.18,1.0
1082.0,23.0,10.0,,0.0,231.31,1.0
1109.0,16.0,4.0,,0.0,229.0,1.0
1082.0,20.0,6.0,,0.0,231.77,1.0
1082.0,21.0,6.0,,0.0,230.41,1.0
1055.0,23.0,10.0,,0.0,231.11,1.0
1082.0,14.0,4.0,,0.0,230.77,1.0
1029.0,20.0,6.0,,0.0,232.35,1.0
1082.0,16.0,4.0,,0.0,230.41,1.0
1055.0,23.0,10.0,,0.0,230.1,1.0
1082.0,21.0,6.0,,0.0,231.38,1.0
1109.0,14.0,4.0,,0.0,231.38,1.0
1082.0,21.0,6.0,,0.0,230.71,1.0
1055.0,21.0,6.0,,0.0,231.53,1.0
1082.0,16.0,4.0,,0.0,230.59,1.0
1109.0,14.0,4.0,,0.0,232.33,1.0
1082.0,16.0,4.0,,0.0,232.82,1.0
1082.0,8.0,2.0,,0.0,231.67,1.0
1055.0,20.0,6.0,,0.0,229.98,1.0
1055.0,23.0,10.0,,0.0,229.77,1.0
1082.0,20.0,6.0,,0.0,230.32,1.0
1082.0,23.0,10.0,,0.0,230.67,1.0
1082.0,21.0,6.0,,0.0,229.76,1.0
