GNoAffS,GVL,GVC,GTime,GResult,GFTime,GFResult
0.6625,0.0,0.0,0,0.0,0.7041884816753934,1.0
0.6625,1.0,1.0,0,0.0,0.8350785340314145,1.0
0.6625,0.875,0.5,0,0.0,0.6884816753926702,1.0
0.6625,0.875,0.5,0,0.0,0.4109947643979047,1.0
0.6625,0.8125,0.5,0,0.0,0.4947643979057565,1.0
0.6625,0.8125,0.5,0,0.0,0.2670157068062859,1.0
0.6625,0.4375,0.25,0,0.0,0.11256544502618,1.0
0.6625,0.875,0.5,0,0.0,0.30890052356021175,1.0
0.6625,1.0,1.0,0,0.0,0.6047120418848184,1.0
1.0,0.5625,0.25,0,0.0,0.0,1.0
0.6625,0.8125,0.5,0,0.0,0.72513089005236,1.0
0.6625,0.875,0.5,0,0.0,0.3691099476439788,1.0
0.325,1.0,1.0,0,0.0,0.552356020942413,1.0
0.6625,0.4375,0.25,0,0.0,0.46335078534031765,1.0
0.0,0.8125,0.5,0,0.0,0.8769633507853404,1.0
0.6625,0.5625,0.25,0,0.0,0.3691099476439788,1.0
0.325,1.0,1.0,0,0.0,0.2879581151832451,1.0
0.6625,0.875,0.5,0,0.0,0.6230366492146596,1.0
1.0,0.4375,0.25,0,0.0,0.6230366492146596,1.0
0.6625,0.875,0.5,0,0.0,0.4476439790575945,1.0
0.325,0.875,0.5,0,0.0,0.6623036649214674,1.0
0.6625,0.5625,0.25,0,0.0,0.41623036649214823,1.0
1.0,0.4375,0.25,0,0.0,0.8717277486911043,1.0
0.6625,0.5625,0.25,0,0.0,1.0,1.0
0.6625,0.0625,0.0,0,0.0,0.6989528795811498,1.0
0.325,0.8125,0.5,0,0.0,0.2565445026177988,1.0
0.325,1.0,1.0,0,0.0,0.2015706806282753,1.0
0.6625,0.8125,0.5,0,0.0,0.3455497382198941,1.0
0.6625,1.0,1.0,0,0.0,0.43717277486910744,1.0
0.6625,0.875,0.5,0,0.0,0.1989528795811498,1.0
