NoAffS,VL,VC,Time,Result,FTime,FResult
1323.0,5014.0,354.0,,0.0,41.34,1.0
1345.0,5122.0,366.0,,0.0,36.85,1.0
571.0,3266.0,212.0,,0.0,147.49,1.0
726.0,4676.0,302.0,,0.0,53.74,1.0
425.0,4550.0,304.0,,0.0,164.03,1.0
1301.0,4266.0,300.0,,0.0,39.32,1.0
573.0,3266.0,212.0,,0.0,189.92,1.0
1345.0,4064.0,276.0,,0.0,41.44,1.0
519.0,3295.0,208.0,,0.0,106.82,1.0
1240.0,4992.0,342.0,,0.0,44.61,1.0
1372.0,4915.0,344.0,,0.0,39.24,1.0
825.0,2523.0,126.0,,0.0,61.6,1.0
1057.0,4559.0,280.0,,0.0,42.34,1.0
541.0,3298.0,210.0,,0.0,105.21,1.0
671.0,3092.0,194.0,,0.0,48.95,1.0
1205.0,4992.0,342.0,,0.0,46.38,1.0
496.0,3294.0,208.0,,0.0,107.05,1.0
389.0,3100.0,184.0,,0.0,153.43,1.0
825.0,3137.0,216.0,,0.0,60.41,1.0
388.0,4245.0,266.0,,0.0,154.08,1.0
1395.0,4029.0,270.0,,0.0,41.73,1.0
1345.0,4064.0,276.0,,0.0,39.23,1.0
965.0,1908.0,62.0,,0.0,31.34,1.0
1356.0,5229.0,386.0,,0.0,33.46,1.0
1422.0,5014.0,354.0,,0.0,35.71,1.0
1395.0,5097.0,364.0,,0.0,38.59,1.0
584.0,3215.0,200.0,,0.0,93.34,1.0
699.0,4547.0,282.0,,0.0,63.52,1.0
508.0,2349.0,134.0,,0.0,137.55,1.0
544.0,4578.0,300.0,,0.0,58.78,1.0
