NoAffS,VL,VC,Time,Result,FTime,FResult
1801.0,787.0,122.0,,0.0,41.76,1.0
1725.0,1258.0,320.0,,0.0,42.8,1.0
1520.0,1377.0,358.0,,0.0,43.41,1.0
1793.0,1332.0,264.0,,0.0,45.42,1.0
1840.0,694.0,88.0,,0.0,44.75,1.0
2004.0,1517.0,308.0,,0.0,35.87,1.0
2415.0,1500.0,298.0,,0.0,42.5,1.0
1504.0,923.0,160.0,,0.0,56.12,1.0
1431.0,1410.0,286.0,,0.0,48.74,1.0
1534.0,1718.0,444.0,,0.0,52.18,1.0
1576.0,1327.0,344.0,,0.0,43.46,1.0
1938.0,779.0,102.0,,0.0,49.28,1.0
1701.0,625.0,56.0,,0.0,44.14,1.0
1858.0,1182.0,304.0,,0.0,42.48,1.0
1996.0,1336.0,272.0,,0.0,45.46,1.0
4380.0,1224.0,234.0,,0.0,48.0,1.0
2338.0,1560.0,324.0,,0.0,46.55,1.0
1546.0,1454.0,302.0,,0.0,45.43,1.0
2188.0,1130.0,206.0,,0.0,33.75,1.0
2459.0,1329.0,264.0,,0.0,42.99,1.0
1963.0,1550.0,404.0,,0.0,39.23,1.0
2351.0,1189.0,230.0,,0.0,42.51,1.0
2433.0,888.0,142.0,,0.0,42.04,1.0
2319.0,1295.0,260.0,,0.0,45.56,1.0
2177.0,1331.0,264.0,,0.0,47.84,1.0
2225.0,1303.0,258.0,,0.0,35.49,1.0
1854.0,1334.0,272.0,,0.0,45.51,1.0
2284.0,1105.0,204.0,,0.0,39.16,1.0
2802.0,660.0,76.0,,0.0,38.43,1.0
2642.0,1743.0,452.0,,0.0,31.79,1.0
