GNoAffS,GVL,GVC,GTime,GResult,GFTime,GFResult
0.5234514858575009,0.0,0.0,0,0.0,0.08153756552125802,1.0
0.03329752953813104,0.4421052631578947,0.3835616438356164,0,0.0,0.28546776246252076,1.0
0.9992839240959541,0.9875598086124402,0.9863013698630136,0,0.0,0.0,1.0
0.04547081990691013,0.0,0.0,0,0.0,1.0,1.0
0.6831364124597207,0.0,0.0,0,0.0,0.08574386850449753,1.0
0.4672395273899033,0.9511961722488038,0.9246575342465754,0,0.0,0.0922582454323864,1.0
0.4496956677407805,0.7607655502392344,0.6986301369863014,0,0.0,0.1011885502275718,1.0
0.16684568564267813,0.4449760765550239,0.3904109589041096,0,0.0,0.2518604801656637,1.0
0.21446473326172574,0.4105263157894737,0.3356164383561644,0,0.0,0.2601868029940249,1.0
0.41496598639455784,0.8440191387559809,0.8287671232876712,0,0.0,0.09314264759809315,1.0
0.0,0.4411483253588517,0.3835616438356164,0,0.0,0.9047649863025519,1.0
0.32939491586108127,0.6947368421052632,0.6164383561643836,0,0.0,0.08995017148773704,1.0
0.5889724310776943,0.8191387559808613,0.7602739726027398,0,0.0,0.09903147177462845,1.0
0.02828499820981024,0.44880382775119615,0.3972602739726027,0,0.0,0.31890247848314246,1.0
0.6709631220909417,0.5301435406698565,0.5136986301369864,0,0.0,0.08794408852649972,1.0
0.5034013605442177,0.7129186602870813,0.636986301369863,0,0.0,0.09689596410621457,1.0
0.9040458288578589,0.9866028708133971,0.9863013698630136,0,0.0,0.021678638452080512,1.0
0.9226638023630505,0.9866028708133971,0.9863013698630136,0,0.0,0.01037554735865744,1.0
0.3039742212674543,0.41626794258373206,0.3424657534246575,0,0.0,0.23680407256411917,1.0
0.46509129967776586,0.7368421052631579,0.678082191780822,0,0.0,0.09152483875838564,1.0
0.5621195846759757,0.9511961722488038,0.9246575342465754,0,0.0,0.08423391358743719,1.0
0.530970282849982,0.8239234449760765,0.7671232876712328,0,0.0,0.11922172609417805,1.0
0.6544933762978876,0.9712918660287081,0.9863013698630136,0,0.0,0.06559675575400678,1.0
0.34801288936627284,0.6229665071770335,0.5547945205479452,0,0.0,0.10116697944304234,1.0
0.5427855352667382,0.8631578947368421,0.8356164383561644,0,0.0,0.08460061692443756,1.0
1.0,0.9885167464114832,0.9863013698630136,0,0.0,0.018572445479842117,1.0
0.022556390977443608,0.0,0.0,0,0.0,0.8762915507236999,1.0
0.9695667740780523,1.0,1.0,0,0.0,0.0048749973036519454,1.0
0.3039742212674543,0.41626794258373206,0.3424657534246575,0,0.0,0.24137707888435905,1.0
0.4321518080916577,0.9521531100478469,0.9246575342465754,0,0.0,0.08701654479173407,1.0
