NoAffS,VL,VC,Time,Result,FTime,FResult
1341.0,7.0,4.0,,0.0,175.24,1.0
1341.0,8.0,4.0,,0.0,175.45,1.0
1341.0,7.0,4.0,,0.0,175.14,1.0
1341.0,10.0,6.0,,0.0,178.28,1.0
1341.0,7.0,4.0,,0.0,175.4,1.0
1341.0,7.0,4.0,,0.0,175.54,1.0
1341.0,10.0,6.0,,0.0,175.23,1.0
1341.0,7.0,4.0,,0.0,175.55,1.0
1341.0,7.0,4.0,,0.0,174.81,1.0
1341.0,10.0,6.0,,0.0,174.04,1.0
1341.0,7.0,4.0,,0.0,174.87,1.0
1341.0,7.0,4.0,,0.0,174.11,1.0
1341.0,7.0,4.0,,0.0,175.73,1.0
1341.0,8.0,4.0,,0.0,174.06,1.0
1341.0,7.0,4.0,,0.0,174.67,1.0
1341.0,7.0,4.0,,0.0,174.61,1.0
1341.0,7.0,4.0,,0.0,174.19,1.0
1341.0,7.0,4.0,,0.0,175.88,1.0
1341.0,10.0,6.0,,0.0,174.91,1.0
1341.0,7.0,4.0,,0.0,174.59,1.0
1341.0,8.0,4.0,,0.0,174.61,1.0
1341.0,10.0,6.0,,0.0,174.9,1.0
1341.0,10.0,6.0,,0.0,174.47,1.0
1341.0,7.0,4.0,,0.0,175.08,1.0
1341.0,8.0,4.0,,0.0,174.44,1.0
1341.0,7.0,4.0,,0.0,175.21,1.0
1341.0,10.0,6.0,,0.0,173.97,1.0
1341.0,10.0,6.0,,0.0,173.94,1.0
1341.0,10.0,6.0,,0.0,175.0,1.0
1341.0,8.0,4.0,,0.0,175.47,1.0
