NoAffS,VL,VC,Time,Result,FTime,FResult
1722.0,742.0,112.0,,0.0,122.97,1.0
2444.0,743.0,112.0,,0.0,139.96,1.0
2126.0,742.0,112.0,,0.0,67.7,1.0
856.0,614.0,82.0,,0.0,900.27,0.0
2179.0,742.0,112.0,,0.0,91.43,1.0
1660.0,742.0,112.0,,0.0,139.04,1.0
856.0,635.0,88.0,,0.0,900.29,0.0
1897.0,694.0,100.0,,0.0,68.44,1.0
855.0,614.0,82.0,,0.0,900.3,0.0
855.0,614.0,82.0,,0.0,900.31,0.0
2307.0,742.0,112.0,,0.0,139.68,1.0
1908.0,742.0,112.0,,0.0,240.73,1.0
2482.0,404.0,16.0,,0.0,67.58,1.0
2365.0,724.0,104.0,,0.0,65.11,1.0
3932.0,736.0,112.0,,0.0,55.41,1.0
2082.0,744.0,112.0,,0.0,139.71,1.0
2405.0,722.0,110.0,,0.0,90.67,1.0
2365.0,742.0,112.0,,0.0,67.15,1.0
1706.0,697.0,98.0,,0.0,900.26,0.0
2212.0,740.0,112.0,,0.0,136.89,1.0
2445.0,742.0,112.0,,0.0,138.48,1.0
2445.0,742.0,112.0,,0.0,141.25,1.0
2444.0,742.0,112.0,,0.0,138.02,1.0
1930.0,561.0,46.0,,0.0,240.27,1.0
2482.0,328.0,0.0,,0.0,65.57,1.0
2308.0,744.0,112.0,,0.0,139.75,1.0
2307.0,707.0,98.0,,0.0,142.15,1.0
2427.0,742.0,112.0,,0.0,126.26,1.0
2482.0,724.0,104.0,,0.0,69.36,1.0
2356.0,721.0,110.0,,0.0,46.86,1.0
