GNoAffS,GVL,GVC,GTime,GResult,GFTime,GFResult
0.282979044173074,0.9100169779286927,0.9209302325581395,0,0.0,0.14016482463425542,1.0
0.31800592994622845,0.7679683078664403,0.7767441860465116,0,0.0,0.125151728103239,1.0
0.282979044173074,0.8709677419354839,0.8511627906976744,0,0.0,0.13518175429630103,1.0
0.0015076134479119555,1.0,1.0,0,0.0,0.7917651568389446,1.0
0.24850494999748732,0.0,0.0,0,0.0,0.10825400881620136,1.0
0.21332730287954169,0.9122807017543859,0.9069767441860465,0,0.0,0.12837794671947872,1.0
0.3684607266696819,0.7209960384833051,0.7255813953488373,0,0.0,0.17472688941416978,1.0
0.2839841198050153,0.9219015280135824,0.9255813953488372,0,0.0,0.08627739091547947,1.0
0.2839841198050153,0.8981324278438031,0.8837209302325582,0,0.0,0.08618156263974956,1.0
0.398612995627921,0.8239954725523486,0.8325581395348837,0,0.0,0.16508017632402733,1.0
0.807226493793658,0.5874363327674024,0.5023255813953489,0,0.0,0.1630677825336996,1.0
0.2811699080355797,0.9207696661007357,0.9255813953488372,0,0.0,0.08033603782022616,1.0
0.8554198703452435,0.586870401810979,0.5023255813953489,0,0.0,0.15974573564173,1.0
0.0,0.9966044142614601,0.9953488372093023,0,0.0,1.0,1.0
0.0015076134479119555,1.0,1.0,0,0.0,0.7533699610298343,1.0
0.003165988240615106,0.8562535370684776,0.8511627906976744,0,0.0,0.9827189676100425,1.0
0.393989647720991,0.9320882852292021,0.9162790697674419,0,0.0,0.035807832364403006,1.0
0.282979044173074,0.9071873231465761,0.9162790697674419,0,0.0,0.14204944739027658,1.0
0.0036685260565857583,0.0,0.0,0,0.0,0.7456078706957131,1.0
0.0015076134479119555,0.9066213921901528,0.8976744186046511,0,0.0,0.7715773334185139,1.0
0.282979044173074,0.9360498019241652,0.9348837209302325,0,0.0,0.13237079154155754,1.0
0.31800592994622845,0.0,0.0,0,0.0,0.1423369322174663,1.0
0.282979044173074,0.9117147707979627,0.9209302325581395,0,0.0,0.136651121190826,1.0
0.36720438212975526,0.8290888511601585,0.8372093023255814,0,0.0,0.17354500734683448,1.0
0.006281722699633147,0.6095076400679117,0.6790697674418604,0,0.0,0.6832236631955535,1.0
1.0,0.4244482173174873,0.32558139534883723,0,0.0,0.12741966396217974,1.0
0.31800592994622845,0.9371816638370118,0.9348837209302325,0,0.0,0.1490129687599821,1.0
0.008995426905874668,0.0,0.0,0,0.0,0.6517919887561489,1.0
0.9541182974018795,0.5942275042444821,0.5116279069767442,0,0.0,0.13677889222513256,1.0
0.5355042966983266,0.8822863610639502,0.8511627906976744,0,0.0,0.0,1.0
