NoAffS,VL,VC,Time,Result,FTime,FResult,GNoAffS,GVL,GVC,GTime,GResult,GFTime,GFResult
826.0,865.0,0.0,,0.0,196.27,1.0,0.05368647100930565,0.0,0.0,0,0.0,0.4960127063962146,1.0
7150.0,2062.0,316.0,,0.0,53.12,1.0,0.7003783617956846,0.7880184331797235,0.7247706422018348,0,0.0,0.022335462095893585,1.0
4788.0,2285.0,394.0,,0.0,55.44,1.0,0.458840372226199,0.934825543120474,0.9036697247706422,0,0.0,0.0300122431421859,1.0
1570.0,2234.0,380.0,,0.0,87.79,1.0,0.12976786992535025,0.9012508229098091,0.8715596330275229,0,0.0,0.13705701333509815,1.0
6951.0,1414.0,126.0,,0.0,56.81,1.0,0.6800286327845383,0.36142198815009874,0.2889908256880734,0,0.0,0.03454551470831543,1.0
989.0,1925.0,336.0,,0.0,101.3,1.0,0.07035484200838532,0.6978275181040158,0.7706422018348624,0,0.0,0.18176102710036068,1.0
721.0,2378.0,434.0,,0.0,195.41,1.0,0.04294917680744453,0.9960500329163924,0.9954128440366973,0,0.0,0.49316700307733036,1.0
1354.0,865.0,0.0,,0.0,87.59,1.0,0.1076797218529502,0.0,0.0,0,0.0,0.1363952218655902,1.0
837.0,2184.0,374.0,,0.0,122.61,1.0,0.05481133040188158,0.8683344305464121,0.8577981651376146,0,0.0,0.25227490817643367,1.0
10080.0,2221.0,374.0,,0.0,47.62,1.0,1.0,0.8926925608953259,0.8577981651376146,0,0.0,0.004136196684424738,1.0
1960.0,2366.0,432.0,,0.0,114.19,1.0,0.16964924838940587,0.9881500987491771,0.9908256880733946,0,0.0,0.22441348731014857,1.0
927.0,2378.0,434.0,,0.0,208.63,1.0,0.06401472543204827,0.9960500329163924,0.9954128440366973,0,0.0,0.5369114192118064,1.0
1048.0,2177.0,372.0,,0.0,100.68,1.0,0.07638817875038348,0.8637261356155366,0.8532110091743119,0,0.0,0.17970947354488606,1.0
4400.0,865.0,0.0,,0.0,54.28,1.0,0.4191635136517026,0.0,0.0,0,0.0,0.026173852619039754,1.0
9763.0,2231.0,378.0,,0.0,46.37,1.0,0.9675835975048573,0.8992758393680053,0.8669724770642202,0,0.0,0.0,1.0
1607.0,1206.0,82.0,,0.0,88.11,1.0,0.13355148788219653,0.22448979591836735,0.18807339449541285,0,0.0,0.13811587968631087,1.0
4594.0,2285.0,394.0,,0.0,52.32,1.0,0.43900194293895084,0.934825543120474,0.9036697247706422,0,0.0,0.01968829621786176,1.0
1072.0,2182.0,374.0,,0.0,125.56,1.0,0.0788424174250946,0.8670177748518763,0.8577981651376146,0,0.0,0.262036332351676,1.0
1220.0,2027.0,316.0,,0.0,88.5,1.0,0.09397688925247981,0.7649769585253456,0.7247706422018348,0,0.0,0.13940637305185138,1.0
1570.0,2138.0,354.0,,0.0,86.5,1.0,0.12976786992535025,0.8380513495720869,0.8119266055045872,0,0.0,0.1327884583567718,1.0
1037.0,1747.0,270.0,,0.0,123.56,1.0,0.07526331935780754,0.5806451612903226,0.6192660550458715,0,0.0,0.2554184176565964,1.0
5669.0,2368.0,434.0,,0.0,52.5,1.0,0.5489313835770528,0.989466754443713,0.9954128440366973,0,0.0,0.020283908540418925,1.0
1030.0,2378.0,434.0,,0.0,194.28,1.0,0.07454749974435014,0.9960500329163924,0.9954128440366973,0,0.0,0.4894278812746104,1.0
3915.0,2279.0,394.0,,0.0,55.52,1.0,0.36956744043358214,0.9308755760368663,0.9036697247706422,0,0.0,0.030276959729989103,1.0
301.0,2384.0,436.0,,0.0,348.58,1.0,0.0,1.0,1.0,0,0.0,1.0,1.0
899.0,1957.0,352.0,,0.0,132.89,1.0,0.06115144697821863,0.7188940092165899,0.8073394495412844,0,0.0,0.28629098970914263,1.0
5534.0,2318.0,420.0,,0.0,50.96,1.0,0.5351262910318029,0.956550362080316,0.963302752293578,0,0.0,0.01518811422520765,1.0
5700.0,2375.0,396.0,,0.0,110.98,1.0,0.282979044173074,0.9100169779286927,0.9209302325581395,0,0.0,0.14016482463425542,1.0
6397.0,2124.0,334.0,,0.0,106.28,1.0,0.31800592994622845,0.7679683078664403,0.7767441860465116,0,0.0,0.125151728103239,1.0
5700.0,2306.0,366.0,,0.0,109.42,1.0,0.282979044173074,0.8709677419354839,0.8511627906976744,0,0.0,0.13518175429630103,1.0
99.0,2534.0,430.0,,0.0,314.97,1.0,0.0015076134479119555,1.0,1.0,0,0.0,0.7917651568389446,1.0
5014.0,767.0,0.0,,0.0,100.99,1.0,0.24850494999748732,0.0,0.0,0,0.0,0.10825400881620136,1.0
4314.0,2379.0,390.0,,0.0,107.29,1.0,0.21332730287954169,0.9122807017543859,0.9069767441860465,0,0.0,0.12837794671947872,1.0
7401.0,2041.0,312.0,,0.0,121.8,1.0,0.3684607266696819,0.7209960384833051,0.7255813953488373,0,0.0,0.17472688941416978,1.0
5720.0,2396.0,398.0,,0.0,94.11,1.0,0.2839841198050153,0.9219015280135824,0.9255813953488372,0,0.0,0.08627739091547947,1.0
5720.0,2354.0,380.0,,0.0,94.08,1.0,0.2839841198050153,0.8981324278438031,0.8837209302325582,0,0.0,0.08618156263974956,1.0
8001.0,2223.0,358.0,,0.0,118.78,1.0,0.398612995627921,0.8239954725523486,0.8325581395348837,0,0.0,0.16508017632402733,1.0
16132.0,1805.0,216.0,,0.0,118.15,1.0,0.807226493793658,0.5874363327674024,0.5023255813953489,0,0.0,0.1630677825336996,1.0
5664.0,2394.0,398.0,,0.0,92.25,1.0,0.2811699080355797,0.9207696661007357,0.9255813953488372,0,0.0,0.08033603782022616,1.0
17091.0,1804.0,216.0,,0.0,117.11,1.0,0.8554198703452435,0.586870401810979,0.5023255813953489,0,0.0,0.15974573564173,1.0
69.0,2528.0,428.0,,0.0,380.16,1.0,0.0,0.9966044142614601,0.9953488372093023,0,0.0,1.0,1.0
99.0,2534.0,430.0,,0.0,302.95,1.0,0.0015076134479119555,1.0,1.0,0,0.0,0.7533699610298343,1.0
132.0,2280.0,366.0,,0.0,374.75,1.0,0.003165988240615106,0.8562535370684776,0.8511627906976744,0,0.0,0.9827189676100425,1.0
7909.0,2414.0,394.0,,0.0,78.31,1.0,0.393989647720991,0.9320882852292021,0.9162790697674419,0,0.0,0.035807832364403006,1.0
5700.0,2370.0,394.0,,0.0,111.57,1.0,0.282979044173074,0.9071873231465761,0.9162790697674419,0,0.0,0.14204944739027658,1.0
142.0,767.0,0.0,,0.0,300.52,1.0,0.0036685260565857583,0.0,0.0,0,0.0,0.7456078706957131,1.0
99.0,2369.0,386.0,,0.0,308.65,1.0,0.0015076134479119555,0.9066213921901528,0.8976744186046511,0,0.0,0.7715773334185139,1.0
5700.0,2421.0,402.0,,0.0,108.54,1.0,0.282979044173074,0.9360498019241652,0.9348837209302325,0,0.0,0.13237079154155754,1.0
6397.0,767.0,0.0,,0.0,111.66,1.0,0.31800592994622845,0.0,0.0,0,0.0,0.1423369322174663,1.0
5700.0,2378.0,396.0,,0.0,109.88,1.0,0.282979044173074,0.9117147707979627,0.9209302325581395,0,0.0,0.136651121190826,1.0
7376.0,2232.0,360.0,,0.0,121.43,1.0,0.36720438212975526,0.8290888511601585,0.8372093023255814,0,0.0,0.17354500734683448,1.0
194.0,1844.0,292.0,,0.0,280.99,1.0,0.006281722699633147,0.6095076400679117,0.6790697674418604,0,0.0,0.6832236631955535,1.0
19968.0,1517.0,140.0,,0.0,106.99,1.0,1.0,0.4244482173174873,0.32558139534883723,0,0.0,0.12741966396217974,1.0
6397.0,2423.0,402.0,,0.0,113.75,1.0,0.31800592994622845,0.9371816638370118,0.9348837209302325,0,0.0,0.1490129687599821,1.0
248.0,767.0,0.0,,0.0,271.15,1.0,0.008995426905874668,0.0,0.0,0,0.0,0.6517919887561489,1.0
19055.0,1817.0,220.0,,0.0,109.92,1.0,0.9541182974018795,0.5942275042444821,0.5116279069767442,0,0.0,0.13677889222513256,1.0
10725.0,2326.0,366.0,,0.0,67.1,1.0,0.5355042966983266,0.8822863610639502,0.8511627906976744,0,0.0,0.0,1.0
1855.0,1892.0,314.0,,0.0,151.19,1.0,0.09109311740890688,1.0,1.0,0,0.0,0.3073996058979411,1.0
1911.0,608.0,0.0,,0.0,143.28,1.0,0.1194331983805668,0.0,0.0,0,0.0,0.253652238907386,1.0
1784.0,1819.0,302.0,,0.0,153.26,1.0,0.05516194331983806,0.9431464174454829,0.9617834394904459,0,0.0,0.3214649724808044,1.0
3345.0,1715.0,254.0,,0.0,183.05,1.0,0.8451417004048583,0.8621495327102804,0.8089171974522293,0,0.0,0.5238839437385336,1.0
2413.0,1554.0,226.0,,0.0,107.91,1.0,0.3734817813765182,0.7367601246105919,0.7197452229299363,0,0.0,0.013317931643677335,1.0
3651.0,1227.0,160.0,,0.0,143.22,1.0,1.0,0.48208722741433024,0.5095541401273885,0,0.0,0.25324454712237543,1.0
1855.0,1108.0,124.0,,0.0,153.35,1.0,0.09109311740890688,0.3894080996884735,0.39490445859872614,0,0.0,0.32207651015832023,1.0
3369.0,1786.0,262.0,,0.0,182.6,1.0,0.8572874493927125,0.9174454828660437,0.8343949044585988,0,0.0,0.5208262553509546,1.0
2415.0,608.0,0.0,,0.0,105.95,1.0,0.37449392712550605,0.0,0.0,0,0.0,0.0,1.0
2682.0,1043.0,144.0,,0.0,209.82,1.0,0.5096153846153846,0.338785046728972,0.4585987261146497,0,0.0,0.7057824284840659,1.0
3344.0,1786.0,262.0,,0.0,185.56,1.0,0.8446356275303644,0.9174454828660437,0.8343949044585988,0,0.0,0.5409390500781409,1.0
2682.0,1464.0,228.0,,0.0,209.55,1.0,0.5096153846153846,0.6666666666666666,0.7261146496815286,0,0.0,0.7039478154515186,1.0
1675.0,968.0,82.0,,0.0,142.88,1.0,0.0,0.2803738317757009,0.2611464968152866,0,0.0,0.2509342936739824,1.0
2364.0,1464.0,228.0,,0.0,211.09,1.0,0.34868421052631576,0.6666666666666666,0.7261146496815286,0,0.0,0.7144119046001223,1.0
3279.0,1786.0,262.0,,0.0,179.93,1.0,0.8117408906882592,0.9174454828660437,0.8343949044585988,0,0.0,0.502683970917986,1.0
3279.0,1715.0,254.0,,0.0,184.87,1.0,0.8117408906882592,0.8621495327102804,0.8089171974522293,0,0.0,0.5362505945505197,1.0
1754.0,1690.0,278.0,,0.0,151.81,1.0,0.039979757085020245,0.8426791277258567,0.8853503184713376,0,0.0,0.3116124210097166,1.0
1885.0,1801.0,298.0,,0.0,150.58,1.0,0.1062753036437247,0.9291277258566978,0.9490445859872612,0,0.0,0.30325473941700076,1.0
2069.0,1755.0,286.0,,0.0,145.49,1.0,0.19939271255060728,0.8933021806853583,0.910828025477707,0,0.0,0.26866888632194064,1.0
1885.0,1697.0,284.0,,0.0,151.68,1.0,0.1062753036437247,0.8481308411214953,0.9044585987261147,0,0.0,0.3107290888088605,1.0
3240.0,1890.0,304.0,,0.0,253.12,1.0,0.792004048582996,0.9984423676012462,0.9681528662420382,0,0.0,1.0,1.0
3421.0,1326.0,192.0,,0.0,244.17,1.0,0.8836032388663968,0.559190031152648,0.6114649681528662,0,0.0,0.9391859754025953,1.0
3279.0,1786.0,262.0,,0.0,180.95,1.0,0.8117408906882592,0.9174454828660437,0.8343949044585988,0,0.0,0.5096147312631649,1.0
2261.0,1645.0,250.0,,0.0,139.09,1.0,0.2965587044534413,0.807632398753894,0.7961783439490446,0,0.0,0.22518176258748385,1.0
1825.0,1761.0,288.0,,0.0,144.19,1.0,0.07591093117408906,0.8979750778816199,0.9171974522292994,0,0.0,0.259835564313379,1.0
3034.0,1370.0,192.0,,0.0,129.0,1.0,0.687753036437247,0.5934579439252337,0.6114649681528662,0,0.0,0.15662159407487936,1.0
2810.0,1533.0,222.0,,0.0,116.7,1.0,0.5743927125506073,0.7204049844236761,0.7070063694267515,0,0.0,0.07304477814772031,1.0
2804.0,1472.0,206.0,,0.0,110.33,1.0,0.5713562753036437,0.6728971962616822,0.6560509554140127,0,0.0,0.029761500305768806,1.0
3286.0,1786.0,262.0,,0.0,182.11,1.0,0.8152834008097166,0.9174454828660437,0.8343949044585988,0,0.0,0.5174967724400353,1.0
3369.0,639.0,12.0,,0.0,182.56,1.0,0.8572874493927125,0.024143302180685357,0.03821656050955414,0,0.0,0.5205544608276143,1.0
5249.0,1963.0,274.0,,0.0,45.19,1.0,0.47375207220482596,0.5405664906385022,0.4858156028368794,0,0.0,0.014692074012703654,1.0
10963.0,2543.0,488.0,,0.0,51.06,1.0,1.0,0.8190110417666827,0.8652482269503546,0,0.0,0.04711405689036178,1.0
6909.0,2469.0,400.0,,0.0,48.45,1.0,0.6266347393626819,0.7834853576572252,0.7092198581560284,0,0.0,0.03269814968240818,1.0
158.0,1625.0,196.0,,0.0,153.61,1.0,0.0048811935899797385,0.3783005280844935,0.3475177304964539,0,0.0,0.6135321734327535,1.0
312.0,2798.0,530.0,,0.0,156.29,1.0,0.019064284398600112,0.9414306289006241,0.9397163120567376,0,0.0,0.628334714167357,1.0
7550.0,2670.0,478.0,,0.0,46.31,1.0,0.6856695524037576,0.8799807969275084,0.8475177304964538,0,0.0,0.020878210439105226,1.0
1210.0,2065.0,298.0,,0.0,149.19,1.0,0.10176828145146435,0.5895343254920787,0.5283687943262412,0,0.0,0.5891190278928472,1.0
6909.0,2218.0,322.0,,0.0,45.38,1.0,0.6266347393626819,0.6629860777724436,0.5709219858156028,0,0.0,0.015741507870753943,1.0
7554.0,2667.0,478.0,,0.0,58.53,1.0,0.6860379443728126,0.8785405664906385,0.8475177304964538,0,0.0,0.08837337752002208,1.0
342.0,2171.0,316.0,,0.0,206.18,1.0,0.02182722416651317,0.6404224675948151,0.5602836879432624,0,0.0,0.903893951946976,1.0
105.0,2917.0,564.0,,0.0,223.58,1.0,0.0,0.9985597695631301,1.0,0,0.0,1.0,1.0
10231.0,2556.0,496.0,,0.0,51.55,1.0,0.9325842696629213,0.8252520403264523,0.8794326241134752,0,0.0,0.04982049157691243,1.0
650.0,1430.0,152.0,,0.0,153.62,1.0,0.05019340578375391,0.28468554968795007,0.2695035460992908,0,0.0,0.6135874067937034,1.0
3366.0,1581.0,188.0,,0.0,58.95,1.0,0.30033155277214957,0.357177148343735,0.3333333333333333,0,0.0,0.09069317867992267,1.0
