NoAffS,VL,VC,Time,Result,FTime,FResult
2583.0,1701.0,234.0,,0.0,120.0,1.0
9183.0,1199.0,110.0,,0.0,59.2,1.0
18571.0,1434.0,152.0,,0.0,40.86,1.0
5531.0,1691.0,236.0,,0.0,59.35,1.0
5883.0,792.0,0.0,,0.0,60.15,1.0
1181.0,792.0,0.0,,0.0,126.61,1.0
6997.0,792.0,0.0,,0.0,46.08,1.0
13165.0,1483.0,174.0,,0.0,44.64,1.0
18571.0,792.0,0.0,,0.0,39.75,1.0
9183.0,793.0,0.0,,0.0,58.75,1.0
3695.0,1714.0,238.0,,0.0,109.19,1.0
6281.0,792.0,0.0,,0.0,57.9,1.0
4306.0,792.0,0.0,,0.0,67.83,1.0
18452.0,1414.0,148.0,,0.0,41.53,1.0
8164.0,1569.0,208.0,,0.0,60.63,1.0
4291.0,787.0,0.0,,0.0,106.53,1.0
4222.0,1706.0,234.0,,0.0,71.46,1.0
3876.0,1703.0,236.0,,0.0,63.08,1.0
18607.0,1255.0,116.0,,0.0,41.66,1.0
13385.0,1483.0,178.0,,0.0,35.7,1.0
6039.0,1662.0,228.0,,0.0,59.3,1.0
18571.0,1414.0,148.0,,0.0,41.05,1.0
4252.0,1467.0,160.0,,0.0,70.15,1.0
5684.0,1323.0,128.0,,0.0,56.5,1.0
3829.0,1683.0,234.0,,0.0,92.26,1.0
5485.0,1703.0,236.0,,0.0,56.48,1.0
3463.0,1713.0,238.0,,0.0,116.3,1.0
6785.0,1712.0,238.0,,0.0,48.96,1.0
13249.0,1263.0,126.0,,0.0,44.09,1.0
5929.0,1478.0,178.0,,0.0,63.78,1.0
