NoAffS,VL,VC,Time,Result,FTime,FResult
9521.0,2110.0,158.0,,0.0,900.3,0.0
7732.0,2082.0,154.0,,0.0,46.9,1.0
8309.0,2517.0,258.0,,0.0,371.58,1.0
11938.0,1234.0,0.0,,0.0,47.22,1.0
12210.0,1858.0,100.0,,0.0,779.13,1.0
12834.0,1857.0,100.0,,0.0,763.22,1.0
7108.0,2500.0,254.0,,0.0,55.09,1.0
6229.0,2165.0,160.0,,0.0,56.73,1.0
8839.0,2527.0,258.0,,0.0,196.27,1.0
11140.0,2460.0,248.0,,0.0,900.24,0.0
10177.0,2165.0,166.0,,0.0,900.17,0.0
11637.0,1854.0,100.0,,0.0,768.5,1.0
10591.0,1775.0,104.0,,0.0,153.24,1.0
13186.0,1858.0,100.0,,0.0,771.96,1.0
13065.0,1857.0,100.0,,0.0,766.82,1.0
9191.0,2053.0,154.0,,0.0,881.08,1.0
13065.0,1858.0,100.0,,0.0,785.26,1.0
7413.0,1694.0,96.0,,0.0,101.26,1.0
12982.0,2156.0,166.0,,0.0,48.11,1.0
5393.0,2357.0,224.0,,0.0,56.32,1.0
9576.0,1947.0,140.0,,0.0,177.7,1.0
8452.0,2180.0,198.0,,0.0,364.21,1.0
7375.0,1794.0,114.0,,0.0,55.9,1.0
8839.0,2278.0,202.0,,0.0,194.89,1.0
6804.0,2169.0,164.0,,0.0,57.23,1.0
7301.0,2049.0,154.0,,0.0,102.44,1.0
7486.0,2008.0,132.0,,0.0,43.85,1.0
6138.0,2485.0,250.0,,0.0,57.84,1.0
8839.0,2486.0,256.0,,0.0,195.56,1.0
11609.0,1304.0,4.0,,0.0,46.72,1.0
