NoAffS,VL,VC,Time,Result,FTime,FResult
914.0,1422.0,168.0,,0.0,465.21,1.0
1434.0,2071.0,374.0,,0.0,870.54,1.0
2301.0,1939.0,304.0,,0.0,408.68,1.0
690.0,1540.0,242.0,,0.0,167.31,1.0
1948.0,2079.0,356.0,,0.0,233.15,1.0
1597.0,1711.0,196.0,,0.0,652.86,1.0
668.0,1865.0,310.0,,0.0,172.63,1.0
1552.0,1677.0,190.0,,0.0,642.57,1.0
770.0,1180.0,96.0,,0.0,159.69,1.0
837.0,1862.0,300.0,,0.0,169.27,1.0
850.0,1698.0,274.0,,0.0,163.28,1.0
744.0,1846.0,300.0,,0.0,169.72,1.0
1741.0,2280.0,406.0,,0.0,379.32,1.0
805.0,1891.0,312.0,,0.0,168.56,1.0
1552.0,2357.0,424.0,,0.0,869.5,1.0
1425.0,2285.0,380.0,,0.0,900.25,0.0
638.0,1857.0,310.0,,0.0,172.82,1.0
1547.0,1654.0,186.0,,0.0,651.69,1.0
668.0,1108.0,22.0,,0.0,158.13,1.0
2370.0,1452.0,192.0,,0.0,414.33,1.0
791.0,1866.0,300.0,,0.0,171.79,1.0
1594.0,2333.0,406.0,,0.0,867.72,1.0
798.0,1862.0,300.0,,0.0,168.98,1.0
1754.0,1981.0,276.0,,0.0,870.37,1.0
1582.0,1592.0,180.0,,0.0,650.87,1.0
1459.0,2224.0,362.0,,0.0,900.29,0.0
1452.0,2057.0,366.0,,0.0,858.7,1.0
1500.0,1654.0,186.0,,0.0,642.53,1.0
1923.0,1108.0,22.0,,0.0,382.64,1.0
1421.0,2239.0,384.0,,0.0,876.33,1.0
