NoAffS,VL,VC,Time,Result,FTime,FResult
3567.0,204.0,62.0,,0.0,175.35,1.0
3261.0,176.0,54.0,,0.0,295.31,1.0
3925.0,177.0,54.0,,0.0,900.2,0.0
3098.0,199.0,58.0,,0.0,422.0,1.0
3570.0,204.0,62.0,,0.0,651.27,1.0
4123.0,176.0,54.0,,0.0,275.8,1.0
3113.0,161.0,50.0,,0.0,426.4,1.0
2917.0,218.0,64.0,,0.0,417.82,1.0
3046.0,209.0,62.0,,0.0,419.6,1.0
3555.0,201.0,60.0,,0.0,649.48,1.0
3046.0,183.0,54.0,,0.0,421.29,1.0
2902.0,205.0,60.0,,0.0,427.71,1.0
3159.0,181.0,54.0,,0.0,428.27,1.0
4829.0,176.0,54.0,,0.0,305.16,1.0
3555.0,201.0,60.0,,0.0,657.43,1.0
3911.0,191.0,56.0,,0.0,0,0
2474.0,192.0,56.0,,0.0,578.64,1.0
2626.0,191.0,56.0,,0.0,575.54,1.0
3061.0,219.0,64.0,,0.0,421.76,1.0
3567.0,204.0,62.0,,0.0,173.35,1.0
4671.0,176.0,54.0,,0.0,301.46,1.0
5818.0,148.0,46.0,,0.0,297.67,1.0
3381.0,205.0,62.0,,0.0,299.56,1.0
3098.0,210.0,58.0,,0.0,417.79,1.0
4773.0,184.0,56.0,,0.0,165.33,1.0
3312.0,205.0,62.0,,0.0,291.43,1.0
4279.0,201.0,60.0,,0.0,367.75,1.0
3851.0,176.0,54.0,,0.0,317.86,1.0
3666.0,201.0,60.0,,0.0,651.06,1.0
3408.0,180.0,54.0,,0.0,654.53,1.0
